#Sample	CR	autosomal_het	x_het
#stats from 101/210 SNPs with CR >= 95%
plate09_H04_s000799	0.950495	0.2093	0.3019
plate08_A03_s000688	0.950495	0.1333	0.0196
plate11_C04_s000986	0.950495	0.3953	0.2453
plate07_F04_s000605	0.950495	0.1395	0.0189
plate08_H02_s000687	0.950495	0.2791	0.0189
plate07_G04_s000606	0.950495	0.1951	0.2727
plate09_G01_s000774	0.950495	0.2857	0.2963
plate09_H12_s000863	0.950495	0.1395	0.0377
plate09_F01_s000773	0.950495	0.2326	0.1887
plate08_G02_s000686	0.950495	0.1395	0.1887
plate08_A07_s000720	0.950495	0.3023	0.2075
plate07_D09_s000643	0.950495	0.2143	0.2222
plate07_A12_s000664	0.950495	0.1905	0.1481
plate09_A11_s000848	0.950495	0.1429	0.1852
plate08_G08_s000734	0.950495	0.2195	0.2182
plate07_E09_s000644	0.950495	0.1667	0.2037
plate07_H09_s000647	0.950495	0.2558	0.0189
plate07_G11_s000662	0.950495	0.3023	0.0189
plate10_B09_s000929	0.950495	0.2857	0.2963
plate08_D08_s000731	0.950495	0.2955	0.4231
plate09_E09_s000836	0.950495	0.2045	0.0000
plate09_F09_s000837	0.950495	0.3864	0.0000
plate09_C10_s000842	0.950495	0.2791	0.2075
plate09_H09_s000839	0.950495	0.1860	0.1887
plate07_G10_s000654	0.950495	0.2045	0.0192
plate07_D11_s000659	0.950495	0.3023	0.1887
plate07_H10_s000655	0.950495	0.2444	0.0000
plate07_C11_s000658	0.950495	0.3095	0.0185
plate07_B11_s000657	0.950495	0.2558	0.3774
plate08_A12_s000760	0.950495	0.1429	0.0185
plate10_F03_s000885	0.950495	0.1818	0.2500
plate09_A12_s000856	0.950495	0.1163	0.0000
plate07_H06_s000623	0.950495	0.2750	0.0179
plate11_G01_s000966	0.950495	0.2927	0.2364
plate09_A07_s000816	0.950495	0.1818	0.3654
plate08_C05_s000706	0.950495	0.1905	0.0370
plate08_F10_s000749	0.950495	0.2439	0.0182
plate08_D05_s000707	0.950495	0.1905	0.0185
plate10_F12_s000957	0.950495	0.2619	0.0370
plate08_G05_s000710	0.950495	0.4286	0.0926
plate09_D08_s000827	0.950495	0.2045	0.0577
plate07_B08_s000633	0.950495	0.1628	0.0000
plate07_E08_s000636	0.950495	0.2273	0.0385
plate10_C05_s000898	0.950495	0.3256	0.0000
plate08_F09_s000741	0.950495	0.2791	0.2075
plate08_E09_s000740	0.950495	0.2381	0.0000
plate08_D06_s000715	0.950495	0.1750	0.3393
plate10_F06_s000909	0.950495	0.2619	0.3889
plate08_G06_s000718	0.950495	0.2791	0.0189
plate03_D12_s000283	0.950495	0.1395	0.2642
plate03_B12_s000281	0.950495	0.2791	0.0000
plate03_F11_s000277	0.950495	0.2727	0.2500
plate03_D11_s000275	0.950495	0.2727	0.0000
plate03_H10_s000271	0.950495	0.3571	0.2222
plate03_G10_s000270	0.950495	0.1905	0.0000
plate03_F10_s000269	0.950495	0.3171	0.0182
plate03_B10_s000265	0.950495	0.2791	0.2642
plate03_D09_s000259	0.950495	0.3095	0.2222
plate03_C09_s000258	0.950495	0.2143	0.0000
plate03_C08_s000250	0.950495	0.2273	0.0192
plate03_B08_s000249	0.950495	0.1905	0.0185
plate03_A08_s000248	0.950495	0.1667	0.0185
plate03_C07_s000242	0.950495	0.2093	0.0000
plate03_H06_s000239	0.950495	0.3409	0.0000
plate03_D06_s000235	0.950495	0.3721	0.0189
plate03_D05_s000227	0.950495	0.1667	0.0000
plate03_F04_s000221	0.950495	0.2045	0.2692
plate03_B04_s000217	0.950495	0.1628	0.2075
plate03_A04_s000216	0.950495	0.2143	0.2222
plate05_A10_s000456	0.950495	0.2791	0.0000
plate05_H09_s000455	0.950495	0.3095	0.3148
plate05_C07_s000434	0.950495	0.2619	0.3148
plate05_E06_s000428	0.950495	0.2500	0.0192
plate05_G05_s000422	0.950495	0.2143	0.2222
plate05_F05_s000421	0.950495	0.2667	0.2745
plate05_F03_s000405	0.950495	0.2791	0.4151
plate05_B03_s000401	0.950495	0.2927	0.3273
plate05_H02_s000399	0.950495	0.2667	0.0196
plate05_D01_s000387	0.950495	0.1905	0.1852
plate04_H10_s000367	0.950495	0.2558	0.2642
plate04_E10_s000364	0.950495	0.1628	0.0000
plate04_H09_s000359	0.950495	0.1818	0.1538
plate04_G07_s000342	0.950495	0.2558	0.2264
plate04_D07_s000339	0.950495	0.1860	0.0189
plate04_A07_s000336	0.950495	0.2326	0.2830
plate04_E06_s000332	0.950495	0.3721	0.1321
plate04_E03_s000308	0.950495	0.3415	0.2182
plate04_A03_s000304	0.950495	0.3023	0.0189
plate04_H02_s000303	0.950495	0.1628	0.0189
plate04_G02_s000302	0.950495	0.2500	0.0192
plate02_H02_s000111	0.950495	0.3953	0.0189
plate02_G02_s000110	0.950495	0.1190	0.0185
plate01_G12_s000094	0.950495	0.3000	0.1607
plate01_F12_s000093	0.950495	0.2857	0.0000
plate01_D12_s000091	0.950495	0.3095	0.0185
plate01_B12_s000089	0.950495	0.1429	0.0185
plate01_H10_s000079	0.950495	0.2791	0.0000
plate01_G10_s000078	0.950495	0.3902	0.2182
plate01_B10_s000073	0.950495	0.4048	0.2963
plate01_D09_s000067	0.950495	0.2381	0.0185
plate01_A08_s000056	0.950495	0.2683	0.1455
plate01_G07_s000054	0.950495	0.2273	0.2692
plate01_D06_s000043	0.950495	0.2273	0.2885
plate01_C06_s000042	0.950495	0.2444	0.2549
plate01_B06_s000041	0.950495	0.1905	0.2222
plate01_A05_s000032	0.950495	0.2326	0.0000
plate01_A04_s000024	0.950495	0.2143	0.0000
plate01_G03_s000022	0.950495	0.2791	0.3019
plate01_F03_s000021	0.950495	0.1463	0.0364
plate01_E03_s000020	0.950495	0.2143	0.3148
plate03_H03_s000215	0.950495	0.2045	0.0000
plate03_A03_s000208	0.950495	0.2045	0.1731
plate03_H02_s000207	0.950495	0.2381	0.2407
plate03_G02_s000206	0.950495	0.2727	0.0385
plate03_C01_s000194	0.950495	0.2143	0.0370
plate02_H12_s000191	0.950495	0.2045	0.0192
plate02_E12_s000188	0.950495	0.1136	0.3077
plate02_A12_s000184	0.950495	0.0698	0.0189
plate02_H11_s000183	0.950495	0.1163	0.1321
plate02_A11_s000176	0.950495	0.2143	0.2222
plate02_D09_s000163	0.950495	0.3409	0.2500
plate02_C08_s000154	0.950495	0.2558	0.3396
plate02_G07_s000150	0.950495	0.2500	0.2115
plate02_D07_s000147	0.950495	0.2791	0.1698
plate02_A07_s000144	0.950495	0.2619	0.0000
plate02_F06_s000141	0.950495	0.2791	0.1698
plate02_G05_s000134	0.950495	0.2619	0.2593
plate02_E05_s000132	0.950495	0.3333	0.0370
plate02_G03_s000118	0.950495	0.1628	0.3019
plate02_D03_s000115	0.950495	0.1951	0.0000
plate02_A03_s000112	0.950495	0.4286	0.2407
plate05_H12_s000479	0.950495	0.2273	0.2308
plate06_C12_s000570	0.950495	0.2326	0.4151
plate06_B12_s000569	0.950495	0.3721	0.3396
plate05_G12_s000478	0.950495	0.3333	0.2963
plate06_E09_s000548	0.950495	0.1707	0.1455
plate06_F12_s000573	0.950495	0.4524	0.2037
plate06_G12_s000574	0.950495	0.2381	0.0000
plate06_D08_s000539	0.950495	0.2500	0.0000
plate06_C03_s000498	0.950495	0.3409	0.3077
plate06_H11_s000567	0.950495	0.3721	0.2642
plate06_D02_s000491	0.950495	0.1905	0.0370
plate05_G11_s000470	0.950495	0.3023	0.3396
plate06_D07_s000531	0.950495	0.1628	0.0000
plate06_D11_s000563	0.950495	0.1778	0.3529
plate05_F11_s000469	0.950495	0.2727	0.2115
plate06_G10_s000558	0.950495	0.1190	0.2593
plate05_B11_s000465	0.950495	0.2326	0.0566
plate06_H10_s000559	0.950495	0.3488	0.3208
plate06_D06_s000523	0.950495	0.2667	0.2941
plate07_H01_s000583	0.950495	0.2439	0.2182
plate07_F01_s000581	0.950495	0.1860	0.1887
plate06_C04_s000506	0.950495	0.1860	0.1509
plate02_C07_s000146	0.940594	0.2439	0.3704
plate10_G01_s000870	0.940594	0.2857	0.0189
plate10_F01_s000869	0.940594	0.0682	0.2549
plate02_H05_s000135	0.940594	0.2143	0.0189
plate07_H05_s000615	0.940594	0.2093	0.1731
plate09_F10_s000845	0.940594	0.2619	0.2642
plate02_C10_s000170	0.940594	0.1707	0.3519
plate02_C06_s000138	0.940594	0.2326	0.0385
plate06_A10_s000552	0.940594	0.2857	0.1887
plate07_B05_s000609	0.940594	0.4186	0.2500
plate02_A09_s000160	0.940594	0.2143	0.1698
plate02_E08_s000156	0.940594	0.2558	0.0192
plate02_D08_s000155	0.940594	0.2857	0.0189
plate02_B07_s000145	0.940594	0.2195	0.0556
plate06_B10_s000553	0.940594	0.1667	0.2264
plate02_F07_s000149	0.940594	0.2955	0.3137
plate09_F11_s000853	0.940594	0.2727	0.0000
plate06_H05_s000519	0.940594	0.2381	0.3019
plate09_E03_s000788	0.940594	0.2326	0.0000
plate09_G03_s000790	0.940594	0.2045	0.0000
plate06_A06_s000520	0.940594	0.2326	0.4231
plate07_A08_s000632	0.940594	0.1190	0.3396
plate09_B04_s000793	0.940594	0.2326	0.2885
plate03_F07_s000245	0.940594	0.3000	0.0182
plate03_A07_s000240	0.940594	0.1667	0.0189
plate09_A05_s000800	0.940594	0.3182	0.0392
plate03_F06_s000237	0.940594	0.3095	0.3019
plate03_H05_s000231	0.940594	0.2558	0.0192
plate03_E05_s000228	0.940594	0.2791	0.1923
plate09_F06_s000813	0.940594	0.2326	0.1538
plate09_G06_s000814	0.940594	0.2683	0.1296
plate03_C04_s000218	0.940594	0.1951	0.2407
plate03_F03_s000213	0.940594	0.0714	0.0377
plate03_E03_s000212	0.940594	0.2143	0.0566
plate09_B08_s000825	0.940594	0.1905	0.0377
plate06_E08_s000540	0.940594	0.1905	0.0377
plate06_F08_s000541	0.940594	0.2273	0.0196
plate03_D02_s000203	0.940594	0.2045	0.0196
plate06_H08_s000543	0.940594	0.2667	0.0200
plate07_C06_s000618	0.940594	0.2791	0.0192
plate07_B06_s000617	0.940594	0.2619	0.0189
plate02_G11_s000182	0.940594	0.1860	0.0385
plate02_E11_s000180	0.940594	0.2927	0.0185
plate02_B11_s000177	0.940594	0.2619	0.2642
plate10_F10_s000941	0.940594	0.2273	0.3333
plate10_G11_s000950	0.940594	0.2558	0.0000
plate10_H11_s000951	0.940594	0.2439	0.1667
plate10_C12_s000954	0.940594	0.3488	0.0192
plate01_A07_s000048	0.940594	0.2791	0.0000
plate01_F06_s000045	0.940594	0.0976	0.0741
plate01_A06_s000040	0.940594	0.3095	0.0000
plate11_B01_s000961	0.940594	0.4634	0.0185
plate01_F05_s000037	0.940594	0.1667	0.0189
plate01_C05_s000034	0.940594	0.3721	0.1346
plate11_B02_s000969	0.940594	0.2791	0.0000
plate01_C04_s000026	0.940594	0.2250	0.3455
plate11_D02_s000971	0.940594	0.2093	0.0192
plate01_B04_s000025	0.940594	0.2619	0.0189
plate01_H03_s000023	0.940594	0.2857	0.0189
plate11_H02_s000975	0.940594	0.3659	0.2037
plate11_B03_s000977	0.940594	0.3111	0.0400
plate11_E03_s000980	0.940594	0.2727	0.0392
plate01_D03_s000019	0.940594	0.2927	0.0000
plate11_A04_s000984	0.940594	0.2558	0.3077
plate11_E04_s000988	0.940594	0.1190	0.2264
plate11_F04_s000989	0.940594	0.2791	0.2885
plate01_H01_s000007	0.940594	0.1395	0.0192
plate11_B05_s000993	0.940594	0.3333	0.0000
plate01_G01_s000006	0.940594	0.1395	0.0192
plate10_B02_s000873	0.940594	0.2750	0.2364
plate02_B04_s000121	0.940594	0.2857	0.2830
plate02_A04_s000120	0.940594	0.1707	0.0370
plate10_C03_s000882	0.940594	0.2273	0.0392
plate02_H03_s000119	0.940594	0.2326	0.2308
plate06_B11_s000561	0.940594	0.3000	0.1818
plate07_E04_s000604	0.940594	0.1905	0.2453
plate10_C04_s000890	0.940594	0.2750	0.1818
plate10_G04_s000894	0.940594	0.2857	0.0000
plate10_E05_s000900	0.940594	0.0732	0.0185
plate10_F05_s000901	0.940594	0.3023	0.0192
plate06_E11_s000564	0.940594	0.2250	0.0000
plate10_C06_s000906	0.940594	0.2143	0.0377
plate10_E06_s000908	0.940594	0.1591	0.0392
plate01_E12_s000092	0.940594	0.2667	0.2200
plate10_H06_s000911	0.940594	0.3333	0.0377
plate07_H03_s000599	0.940594	0.2381	0.0000
plate01_A12_s000088	0.940594	0.1905	0.2642
plate01_G11_s000086	0.940594	0.3023	0.2308
plate01_E10_s000076	0.940594	0.2439	0.1852
plate01_F09_s000069	0.940594	0.3095	0.0566
plate01_B09_s000065	0.940594	0.2093	0.3462
plate01_G08_s000062	0.940594	0.2619	0.0189
plate10_A10_s000936	0.940594	0.2273	0.2157
plate01_E08_s000060	0.940594	0.1707	0.2222
plate01_D08_s000059	0.940594	0.3182	0.0196
plate06_C01_s000482	0.940594	0.1591	0.2353
plate04_A10_s000360	0.940594	0.2558	0.1154
plate08_F07_s000725	0.940594	0.2955	0.2353
plate04_E07_s000340	0.940594	0.2791	0.2885
plate06_A02_s000488	0.940594	0.3250	0.0727
plate04_B07_s000337	0.940594	0.2619	0.1698
plate04_F05_s000325	0.940594	0.2326	0.0000
plate04_B05_s000321	0.940594	0.2619	0.2264
plate08_G09_s000742	0.940594	0.3256	0.0000
plate08_B10_s000745	0.940594	0.2683	0.0185
plate06_B03_s000497	0.940594	0.1860	0.0000
plate04_E02_s000300	0.940594	0.2093	0.0192
plate08_B11_s000753	0.940594	0.2195	0.2222
plate08_D11_s000755	0.940594	0.3250	0.0364
plate04_F01_s000293	0.940594	0.2143	0.1887
plate08_G11_s000758	0.940594	0.2195	0.0185
plate04_E01_s000292	0.940594	0.2727	0.0588
plate03_G12_s000286	0.940594	0.2857	0.2264
plate08_B12_s000761	0.940594	0.2326	0.0577
plate03_E12_s000284	0.940594	0.3256	0.0000
plate05_D10_s000459	0.940594	0.1860	0.0385
plate05_B10_s000457	0.940594	0.3256	0.0385
plate07_E12_s000668	0.940594	0.1667	0.0000
plate07_F12_s000669	0.940594	0.1628	0.0577
plate05_H10_s000463	0.940594	0.3256	0.0192
plate05_F09_s000453	0.940594	0.2326	0.2115
plate05_E08_s000444	0.940594	0.1463	0.3148
plate08_E01_s000676	0.940594	0.1860	0.2308
plate05_A08_s000440	0.940594	0.1905	0.2264
plate05_H07_s000439	0.940594	0.3409	0.0000
plate05_H05_s000423	0.940594	0.2143	0.1887
plate08_D03_s000691	0.940594	0.2667	0.3200
plate08_E03_s000692	0.940594	0.2093	0.2692
plate05_D03_s000403	0.940594	0.2683	0.2037
plate05_A02_s000392	0.940594	0.1951	0.2963
plate04_E12_s000380	0.940594	0.2326	0.4038
plate04_D12_s000379	0.940594	0.2143	0.2642
plate04_B12_s000377	0.940594	0.2857	0.2830
plate04_C11_s000370	0.940594	0.2143	0.0377
plate08_E06_s000716	0.940594	0.1951	0.1111
plate04_G10_s000366	0.940594	0.1707	0.3704
plate09_A02_s000776	0.940594	0.2381	0.1887
plate08_H12_s000767	0.940594	0.2273	0.0980
plate03_G11_s000278	0.940594	0.2619	0.2830
plate07_A09_s000640	0.940594	0.2439	0.1667
plate09_E02_s000780	0.940594	0.2381	0.0189
plate06_F05_s000517	0.940594	0.2955	0.2157
plate09_C01_s000770	0.940594	0.3023	0.1731
plate03_G09_s000262	0.940594	0.2045	0.2549
plate06_A04_s000504	0.940594	0.3864	0.0000
plate06_F06_s000525	0.930693	0.2558	0.3725
plate10_D06_s000907	0.930693	0.3023	0.2157
plate08_A08_s000728	0.930693	0.2683	0.0000
plate03_H07_s000247	0.930693	0.1951	0.2453
plate04_F09_s000357	0.930693	0.3488	0.1373
plate04_A11_s000368	0.930693	0.2727	0.0200
plate10_H05_s000903	0.930693	0.1220	0.1698
plate10_D03_s000883	0.930693	0.3778	0.0204
plate06_A01_s000480	0.930693	0.3095	0.0192
plate06_H12_s000575	0.930693	0.2791	0.0196
plate08_G07_s000726	0.930693	0.3023	0.1765
plate02_F01_s000101	0.930693	0.3810	0.0000
plate07_A01_s000576	0.930693	0.2564	0.0182
plate07_F07_s000629	0.930693	0.2439	0.2642
plate06_C05_s000514	0.930693	0.1860	0.0392
plate06_E01_s000484	0.930693	0.2439	0.0377
plate10_F04_s000893	0.930693	0.2273	0.2600
plate01_E05_s000036	0.930693	0.3333	0.1923
plate04_B10_s000361	0.930693	0.2381	0.0000
plate10_B04_s000889	0.930693	0.1707	0.0189
plate09_F05_s000805	0.930693	0.2791	0.0000
plate10_H03_s000887	0.930693	0.2381	0.0000
plate03_E07_s000244	0.930693	0.3902	0.2264
plate01_C08_s000058	0.930693	0.3171	0.0189
plate05_G02_s000398	0.930693	0.1628	0.0392
plate05_A04_s000408	0.930693	0.1951	0.1887
plate10_D09_s000931	0.930693	0.1395	0.0000
plate10_C09_s000930	0.930693	0.3095	0.0192
plate08_H04_s000703	0.930693	0.2857	0.0385
plate01_C09_s000066	0.930693	0.2273	0.0000
plate01_E07_s000052	0.930693	0.3409	0.0400
plate05_D02_s000395	0.930693	0.2143	0.0192
plate10_F08_s000925	0.930693	0.2381	0.2500
plate01_H09_s000071	0.930693	0.2750	0.0185
plate01_A10_s000072	0.930693	0.3000	0.2407
plate10_C08_s000922	0.930693	0.1000	0.0000
plate10_D11_s000947	0.930693	0.3810	0.0000
plate06_G04_s000510	0.930693	0.2683	0.0189
plate01_C07_s000050	0.930693	0.2619	0.2115
plate03_B07_s000241	0.930693	0.2857	0.0192
plate04_C12_s000378	0.930693	0.2619	0.2115
plate10_F11_s000949	0.930693	0.2727	0.3200
plate05_B05_s000417	0.930693	0.1667	0.0000
plate10_B07_s000913	0.930693	0.1429	0.4038
plate08_H05_s000711	0.930693	0.2326	0.2941
plate08_F03_s000693	0.930693	0.2727	0.2400
plate10_A12_s000952	0.930693	0.2619	0.0192
plate09_C12_s000858	0.930693	0.3333	0.0192
plate07_E05_s000612	0.930693	0.2857	0.2885
plate02_B08_s000153	0.930693	0.2439	0.0000
plate09_H11_s000855	0.930693	0.2857	0.0385
plate07_F05_s000613	0.930693	0.3333	0.0192
plate03_A05_s000224	0.930693	0.2558	0.0588
plate04_B03_s000305	0.930693	0.3333	0.0385
plate06_A03_s000496	0.930693	0.3571	0.2500
plate03_E10_s000268	0.930693	0.3158	0.0179
plate02_G10_s000174	0.930693	0.1818	0.0400
plate09_G10_s000846	0.930693	0.4419	0.2941
plate05_E09_s000452	0.930693	0.2955	0.2800
plate11_D04_s000987	0.930693	0.2857	0.2885
plate06_F07_s000533	0.930693	0.2000	0.0000
plate06_C09_s000546	0.930693	0.2619	0.1923
plate03_E08_s000252	0.930693	0.3333	0.2115
plate02_B12_s000185	0.930693	0.3488	0.0000
plate03_H08_s000255	0.930693	0.1667	0.0385
plate09_B09_s000833	0.930693	0.1591	0.0400
plate01_D02_s000011	0.930693	0.2195	0.0377
plate08_E11_s000756	0.930693	0.1860	0.0000
plate09_C07_s000818	0.930693	0.2500	0.1800
plate06_H07_s000535	0.930693	0.1860	0.0000
plate06_B08_s000537	0.930693	0.1905	0.0192
plate03_B09_s000257	0.930693	0.2000	0.2407
plate07_D08_s000635	0.930693	0.2195	0.0377
plate08_B08_s000729	0.930693	0.2195	0.0189
plate07_B01_s000577	0.930693	0.2927	0.1887
plate02_C05_s000130	0.930693	0.2045	0.0200
plate02_D05_s000131	0.930693	0.2857	0.0385
plate04_B08_s000345	0.930693	0.1951	0.2642
plate07_E10_s000652	0.930693	0.2619	0.0385
plate06_E10_s000556	0.930693	0.1579	0.0179
plate03_H11_s000279	0.930693	0.1860	0.3137
plate09_A06_s000808	0.930693	0.3023	0.0196
plate10_E01_s000868	0.930693	0.3095	0.0192
plate09_B06_s000809	0.930693	0.2326	0.0392
plate09_A01_s000768	0.930693	0.1429	0.0385
plate04_D05_s000323	0.930693	0.2791	0.0196
plate09_C06_s000810	0.930693	0.3023	0.1961
plate04_D06_s000331	0.930693	0.3095	0.0385
plate08_B09_s000737	0.930693	0.2222	0.0408
plate02_E06_s000140	0.930693	0.2857	0.2115
plate05_H06_s000431	0.930693	0.2326	0.0000
plate11_C01_s000962	0.920792	0.1951	0.2308
plate07_D01_s000579	0.920792	0.2195	0.0577
plate05_D07_s000435	0.920792	0.2927	0.1346
plate01_E02_s000012	0.920792	0.2143	0.0392
plate05_H11_s000471	0.920792	0.2308	0.0000
plate07_H02_s000591	0.920792	0.1951	0.0577
plate03_D10_s000267	0.920792	0.2791	0.2000
plate11_F01_s000965	0.920792	0.2045	0.3061
plate05_F06_s000429	0.920792	0.4000	0.0189
plate01_F04_s000029	0.920792	0.2326	0.0200
plate10_H10_s000943	0.920792	0.1628	0.0000
plate07_C02_s000586	0.920792	0.2143	0.1569
plate01_B08_s000057	0.920792	0.2439	0.1538
plate05_D06_s000427	0.920792	0.3333	0.0000
plate08_H10_s000751	0.920792	0.1220	0.2692
plate07_C10_s000650	0.920792	0.3095	0.2353
plate06_B02_s000489	0.920792	0.2821	0.3333
plate08_H06_s000719	0.920792	0.1628	0.3400
plate02_F11_s000181	0.920792	0.2619	0.1373
plate04_B11_s000369	0.920792	0.2250	0.1698
plate04_A12_s000376	0.920792	0.1818	0.0816
plate06_B09_s000545	0.920792	0.3750	0.1887
plate06_E04_s000508	0.920792	0.2750	0.1509
plate10_C07_s000914	0.920792	0.3000	0.2830
plate07_F09_s000645	0.920792	0.3095	0.1961
plate09_H06_s000815	0.920792	0.4048	0.0000
plate06_D12_s000571	0.920792	0.3000	0.2453
plate09_D10_s000843	0.920792	0.2558	0.0000
plate01_A09_s000064	0.920792	0.3571	0.2941
plate10_H09_s000935	0.920792	0.1818	0.0408
plate08_E12_s000764	0.920792	0.1860	0.3200
plate02_H10_s000175	0.910891	0.2619	0.3600
plate05_G07_s000438	0.910891	0.1860	0.2653
plate07_C08_s000634	0.910891	0.2683	0.0000
plate08_G12_s000766	0.910891	0.1579	0.0185
plate05_D09_s000451	0.910891	0.1220	0.0196
plate08_G10_s000750	0.910891	0.2195	0.0196
plate01_B03_s000017	0.910891	0.2857	0.2400
plate02_B05_s000129	0.910891	0.2564	0.0189
plate08_E02_s000684	0.910891	0.1842	0.3333
plate02_H04_s000127	0.910891	0.3721	0.2449
plate07_A07_s000624	0.910891	0.1707	0.0000
plate11_A05_s000992	0.910891	0.1463	0.0980
plate09_C08_s000826	0.910891	0.3590	0.3019
plate10_E09_s000932	0.910891	0.2927	0.0392
plate05_A05_s000416	0.910891	0.1750	0.0192
plate06_E12_s000572	0.910891	0.2632	0.1852
plate05_A01_s000384	0.910891	0.3500	0.0385
plate07_G03_s000598	0.910891	0.2000	0.1538
plate04_H01_s000295	0.910891	0.3171	0.2941
plate02_E01_s000100	0.910891	0.3333	0.0189
plate02_H01_s000103	0.910891	0.2857	0.0200
plate02_A02_s000104	0.910891	0.1750	0.0385
plate10_H04_s000895	0.910891	0.3333	0.3800
plate10_E04_s000892	0.910891	0.2250	0.3462
plate05_B06_s000425	0.910891	0.3077	0.2830
plate08_A11_s000752	0.910891	0.2308	0.0000
plate09_G05_s000806	0.910891	0.1860	0.0612
plate01_F02_s000013	0.900990	0.1463	0.1400
plate10_G02_s000878	0.900990	0.1707	0.0200
plate02_E04_s000124	0.900990	0.2195	0.3000
plate05_C12_s000474	0.900990	0.3171	0.3000
plate10_B12_s000953	0.900990	0.2439	0.2800
plate10_G06_s000910	0.900990	0.2857	0.3061
plate05_E12_s000476	0.900990	0.3590	0.2308
plate08_E04_s000700	0.900990	0.2619	0.1224
plate01_F08_s000061	0.900990	0.0952	0.0408
plate11_H03_s000983	0.891089	0.2619	0.0208
plate06_C11_s000562	0.891089	0.2821	0.0000
plate03_E04_s000220	0.891089	0.2564	0.1765
plate05_F12_s000477	0.891089	0.1190	0.0417
