sample	xhet	inferred	supplied
urn:wtsi:sample000635	0.041667	1	1
urn:wtsi:sample000636	0.043478	1	1
urn:wtsi:sample000637	0.040000	1	1
urn:wtsi:sample000638	0.020000	1	1
urn:wtsi:sample000639	0.229167	2	2
urn:wtsi:sample000640	0.166667	2	2
urn:wtsi:sample000641	0.265306	2	2
urn:wtsi:sample000642	0.020833	1	1
urn:wtsi:sample000643	0.229167	2	2
urn:wtsi:sample000644	0.187500	2	2
urn:wtsi:sample000645	0.217391	2	2
urn:wtsi:sample000646	0.326531	2	2
urn:wtsi:sample000647	0.021277	1	1
urn:wtsi:sample000648	0.041667	1	1
urn:wtsi:sample000649	0.000000	1	1
urn:wtsi:sample000650	0.200000	2	2
urn:wtsi:sample000651	0.229167	2	2
urn:wtsi:sample000652	0.043478	1	1
urn:wtsi:sample000653	0.229167	2	2
urn:wtsi:sample000654	0.020833	1	1
urn:wtsi:sample000655	0.000000	1	1
urn:wtsi:sample000656	0.020408	1	1
urn:wtsi:sample000657	0.382979	2	2
urn:wtsi:sample000658	0.020833	1	1
urn:wtsi:sample000659	0.212766	2	2
urn:wtsi:sample000660	0.260000	2	2
urn:wtsi:sample000661	0.000000	1	1
urn:wtsi:sample000662	0.021277	1	1
urn:wtsi:sample000663	0.208333	2	2
urn:wtsi:sample000664	0.145833	0	2
urn:wtsi:sample000665	0.021277	1	1
urn:wtsi:sample000666	0.306122	2	2
urn:wtsi:sample000667	0.240000	2	2
urn:wtsi:sample000668	0.000000	1	1
urn:wtsi:sample000669	0.063830	1	1
urn:wtsi:sample000670	0.000000	1	1
urn:wtsi:sample000671	0.204082	2	2
urn:wtsi:sample000672	0.244898	2	2
urn:wtsi:sample000673	0.244898	2	2
urn:wtsi:sample000674	0.000000	1	1
urn:wtsi:sample000675	0.208333	2	2
urn:wtsi:sample000676	0.239130	2	2
urn:wtsi:sample000677	0.061224	1	1
urn:wtsi:sample000678	0.000000	1	1
urn:wtsi:sample000679	0.297872	2	2
urn:wtsi:sample000680	0.040816	1	1
urn:wtsi:sample000681	0.152174	2	2
urn:wtsi:sample000682	0.040816	1	1
urn:wtsi:sample000683	0.040816	1	1
urn:wtsi:sample000684	0.326531	2	2
urn:wtsi:sample000685	0.020408	1	1
urn:wtsi:sample000686	0.187500	2	2
urn:wtsi:sample000687	0.021277	1	1
urn:wtsi:sample000688	0.022222	1	1
urn:wtsi:sample000689	0.212766	2	2
urn:wtsi:sample000690	0.000000	1	1
urn:wtsi:sample000691	0.333333	2	2
urn:wtsi:sample000692	0.260870	2	2
urn:wtsi:sample000693	0.222222	2	2
urn:wtsi:sample000694	0.333333	2	2
urn:wtsi:sample000695	0.250000	2	2
urn:wtsi:sample000696	0.285714	2	2
urn:wtsi:sample000697	0.020000	1	1
urn:wtsi:sample000698	0.163265	2	2
urn:wtsi:sample000699	0.000000	1	1
urn:wtsi:sample000700	0.116279	0	2
urn:wtsi:sample000701	0.041667	1	1
urn:wtsi:sample000702	0.040816	1	1
urn:wtsi:sample000703	0.021277	1	1
urn:wtsi:sample000704	0.250000	2	2
urn:wtsi:sample000705	0.021739	1	1
urn:wtsi:sample000706	0.020833	1	1
urn:wtsi:sample000707	0.020833	1	1
urn:wtsi:sample000708	0.270833	2	2
urn:wtsi:sample000709	0.300000	2	2
urn:wtsi:sample000710	0.081633	1	1
urn:wtsi:sample000711	0.311111	2	2
urn:wtsi:sample000712	0.270833	2	2
urn:wtsi:sample000713	0.306122	2	2
urn:wtsi:sample000714	0.020000	1	1
urn:wtsi:sample000715	0.360000	2	2
urn:wtsi:sample000716	0.083333	1	1
urn:wtsi:sample000717	0.297872	2	2
urn:wtsi:sample000718	0.020833	1	1
urn:wtsi:sample000719	0.304348	2	2
urn:wtsi:sample000720	0.212766	2	2
urn:wtsi:sample000721	0.160000	2	2
urn:wtsi:sample000722	0.260000	2	2
urn:wtsi:sample000723	0.083333	1	2
urn:wtsi:sample000724	0.020000	1	1
urn:wtsi:sample000725	0.222222	2	2
urn:wtsi:sample000726	0.177778	2	2
urn:wtsi:sample000727	0.224490	2	2
urn:wtsi:sample000728	0.000000	1	1
urn:wtsi:sample000729	0.021277	1	1
urn:wtsi:sample000730	0.166667	2	2
urn:wtsi:sample000731	0.413043	2	2
urn:wtsi:sample000732	0.375000	2	2
urn:wtsi:sample000733	0.020833	1	1
urn:wtsi:sample000734	0.200000	2	2
urn:wtsi:sample000735	0.020408	1	1
urn:wtsi:sample000736	0.183673	2	2
urn:wtsi:sample000737	0.045455	1	1
urn:wtsi:sample000738	0.060000	1	1
urn:wtsi:sample000739	0.212766	2	2
urn:wtsi:sample000740	0.000000	1	1
urn:wtsi:sample000741	0.191489	2	2
urn:wtsi:sample000742	0.000000	1	1
urn:wtsi:sample000743	0.204082	2	2
urn:wtsi:sample000744	0.020833	1	1
urn:wtsi:sample000745	0.020833	1	1
urn:wtsi:sample000746	0.000000	1	1
urn:wtsi:sample000747	0.000000	1	1
urn:wtsi:sample000748	0.020408	1	1
urn:wtsi:sample000749	0.020408	1	1
urn:wtsi:sample000750	0.022222	1	1
urn:wtsi:sample000751	0.297872	2	2
urn:wtsi:sample000752	0.000000	1	1
urn:wtsi:sample000753	0.204082	2	2
urn:wtsi:sample000754	0.200000	2	2
urn:wtsi:sample000755	0.020408	1	1
urn:wtsi:sample000756	0.000000	1	1
urn:wtsi:sample000757	0.042553	1	1
urn:wtsi:sample000758	0.020833	1	1
urn:wtsi:sample000759	0.220000	2	2
urn:wtsi:sample000760	0.020833	1	1
urn:wtsi:sample000761	0.065217	1	1
urn:wtsi:sample000762	0.000000	1	1
urn:wtsi:sample000763	0.306122	2	2
urn:wtsi:sample000764	0.304348	2	2
urn:wtsi:sample000765	0.122449	0	2
urn:wtsi:sample000766	0.020833	1	1
urn:wtsi:sample000767	0.111111	0	1
urn:wtsi:sample000768	0.042553	1	1
urn:wtsi:sample000769	0.234043	2	2
urn:wtsi:sample000770	0.195652	2	2
urn:wtsi:sample000771	0.187500	2	2
urn:wtsi:sample000772	0.265306	2	2
urn:wtsi:sample000773	0.166667	2	2
urn:wtsi:sample000774	0.270833	2	2
urn:wtsi:sample000775	0.326531	2	2
urn:wtsi:sample000776	0.191489	2	2
urn:wtsi:sample000777	0.000000	1	1
urn:wtsi:sample000778	0.000000	1	1
urn:wtsi:sample000779	0.220000	2	2
urn:wtsi:sample000780	0.021277	1	1
urn:wtsi:sample000781	0.021277	1	1
urn:wtsi:sample000782	0.244898	2	2
urn:wtsi:sample000783	0.163265	2	2
urn:wtsi:sample000784	0.020408	1	1
urn:wtsi:sample000785	0.040000	1	1
urn:wtsi:sample000786	0.306122	2	2
urn:wtsi:sample000787	0.000000	1	1
urn:wtsi:sample000788	0.000000	1	1
urn:wtsi:sample000789	0.000000	1	1
urn:wtsi:sample000790	0.000000	1	1
urn:wtsi:sample000791	0.148936	0	2
urn:wtsi:sample000792	0.212766	2	2
urn:wtsi:sample000793	0.304348	2	2
urn:wtsi:sample000794	0.000000	1	1
urn:wtsi:sample000795	0.250000	2	2
urn:wtsi:sample000796	0.244898	2	2
urn:wtsi:sample000797	0.291667	2	2
urn:wtsi:sample000798	0.063830	1	1
urn:wtsi:sample000799	0.276596	2	2
urn:wtsi:sample000800	0.044444	1	1
urn:wtsi:sample000801	0.040000	1	1
urn:wtsi:sample000802	0.224490	2	2
urn:wtsi:sample000803	0.260000	2	2
urn:wtsi:sample000804	0.244898	2	2
urn:wtsi:sample000805	0.000000	1	1
urn:wtsi:sample000806	0.068182	1	1
urn:wtsi:sample000807	0.250000	2	2
urn:wtsi:sample000808	0.022222	1	1
urn:wtsi:sample000809	0.042553	1	1
urn:wtsi:sample000810	0.177778	2	2
urn:wtsi:sample000811	0.195652	2	2
urn:wtsi:sample000812	0.000000	1	1
urn:wtsi:sample000813	0.166667	2	2
urn:wtsi:sample000814	0.142857	0	2
urn:wtsi:sample000815	0.000000	1	1
urn:wtsi:sample000816	0.361702	2	2
urn:wtsi:sample000817	0.020408	1	1
urn:wtsi:sample000818	0.136364	0	2
urn:wtsi:sample000819	0.244898	2	2
urn:wtsi:sample000820	0.000000	1	1
urn:wtsi:sample000821	0.265306	2	2
urn:wtsi:sample000822	0.163265	2	2
urn:wtsi:sample000823	0.042553	1	1
urn:wtsi:sample000824	0.040000	1	1
urn:wtsi:sample000825	0.042553	1	1
urn:wtsi:sample000826	0.319149	2	2
urn:wtsi:sample000827	0.065217	1	1
urn:wtsi:sample000828	0.020833	1	1
urn:wtsi:sample000829	0.000000	1	1
urn:wtsi:sample000830	0.265306	2	2
urn:wtsi:sample000831	0.000000	1	1
urn:wtsi:sample000832	0.020833	1	1
urn:wtsi:sample000833	0.022727	1	1
urn:wtsi:sample000834	0.062500	1	1
urn:wtsi:sample000835	0.020000	1	1
urn:wtsi:sample000836	0.000000	1	1
urn:wtsi:sample000837	0.000000	1	1
urn:wtsi:sample000838	0.020408	1	1
urn:wtsi:sample000839	0.191489	2	2
urn:wtsi:sample000840	0.040816	1	1
urn:wtsi:sample000841	0.062500	1	1
urn:wtsi:sample000842	0.212766	2	2
urn:wtsi:sample000843	0.000000	1	1
urn:wtsi:sample000844	0.020833	1	1
urn:wtsi:sample000845	0.255319	2	2
urn:wtsi:sample000846	0.311111	2	2
urn:wtsi:sample000847	0.041667	1	1
urn:wtsi:sample000848	0.187500	2	2
urn:wtsi:sample000849	0.000000	1	1
urn:wtsi:sample000850	0.187500	2	2
urn:wtsi:sample000851	0.040816	1	1
urn:wtsi:sample000852	0.220000	2	2
urn:wtsi:sample000853	0.000000	1	1
urn:wtsi:sample000854	0.041667	1	1
urn:wtsi:sample000855	0.043478	1	1
urn:wtsi:sample000856	0.000000	1	1
urn:wtsi:sample000857	0.367347	2	2
urn:wtsi:sample000858	0.000000	1	1
urn:wtsi:sample000859	0.280000	2	2
urn:wtsi:sample000860	0.220000	2	2
urn:wtsi:sample000861	0.285714	2	2
urn:wtsi:sample000862	0.040816	1	1
urn:wtsi:sample000863	0.042553	1	1
urn:wtsi:sample000864	0.250000	2	2
urn:wtsi:sample000865	0.244898	2	2
urn:wtsi:sample000866	0.000000	1	1
urn:wtsi:sample000867	0.297872	2	2
urn:wtsi:sample000868	0.021277	1	1
urn:wtsi:sample000869	0.266667	2	2
urn:wtsi:sample000870	0.020833	1	1
urn:wtsi:sample000871	0.280000	2	2
urn:wtsi:sample000872	0.020833	1	1
urn:wtsi:sample000873	0.260000	2	2
urn:wtsi:sample000874	0.306122	2	2
urn:wtsi:sample000875	0.000000	1	1
urn:wtsi:sample000876	0.187500	2	2
urn:wtsi:sample000877	0.250000	2	2
urn:wtsi:sample000878	0.022727	1	1
urn:wtsi:sample000879	0.125000	0	2
urn:wtsi:sample000880	0.061224	1	1
urn:wtsi:sample000881	0.041667	1	1
urn:wtsi:sample000882	0.021277	1	1
urn:wtsi:sample000883	0.022727	1	1
urn:wtsi:sample000884	0.000000	1	1
urn:wtsi:sample000885	0.260870	2	2
urn:wtsi:sample000886	0.163265	2	2
urn:wtsi:sample000887	0.000000	1	1
urn:wtsi:sample000888	0.041667	1	1
urn:wtsi:sample000889	0.021277	1	1
urn:wtsi:sample000890	0.204082	2	2
urn:wtsi:sample000891	0.020000	1	1
urn:wtsi:sample000892	0.361702	2	2
urn:wtsi:sample000893	0.227273	2	2
urn:wtsi:sample000894	0.000000	1	1
urn:wtsi:sample000895	0.333333	2	2
urn:wtsi:sample000896	0.187500	2	2
urn:wtsi:sample000897	0.020408	1	1
urn:wtsi:sample000898	0.000000	1	1
urn:wtsi:sample000899	0.183673	2	2
urn:wtsi:sample000900	0.020833	1	1
urn:wtsi:sample000901	0.021739	1	1
urn:wtsi:sample000902	0.040816	1	1
urn:wtsi:sample000903	0.145833	0	2
urn:wtsi:sample000904	0.000000	1	1
urn:wtsi:sample000905	0.244898	2	2
urn:wtsi:sample000906	0.041667	1	1
urn:wtsi:sample000907	0.239130	2	2
urn:wtsi:sample000908	0.022222	1	1
urn:wtsi:sample000909	0.437500	2	2
urn:wtsi:sample000910	0.348837	2	2
urn:wtsi:sample000911	0.042553	1	1
urn:wtsi:sample000912	0.367347	2	2
urn:wtsi:sample000913	0.391304	2	2
urn:wtsi:sample000914	0.297872	2	2
urn:wtsi:sample000915	0.306122	2	2
urn:wtsi:sample000916	0.170213	2	2
urn:wtsi:sample000917	0.000000	1	1
urn:wtsi:sample000918	0.020000	1	1
urn:wtsi:sample000919	0.326531	2	2
urn:wtsi:sample000920	0.346939	2	2
urn:wtsi:sample000921	0.297872	2	2
urn:wtsi:sample000922	0.000000	1	1
urn:wtsi:sample000923	0.021277	1	1
urn:wtsi:sample000924	0.000000	1	1
urn:wtsi:sample000925	0.255319	2	2
urn:wtsi:sample000926	0.270833	2	2
urn:wtsi:sample000927	0.250000	2	2
urn:wtsi:sample000928	0.416667	2	2
urn:wtsi:sample000929	0.312500	2	2
urn:wtsi:sample000930	0.000000	1	1
urn:wtsi:sample000931	0.000000	1	1
urn:wtsi:sample000932	0.043478	1	1
urn:wtsi:sample000933	0.040000	1	1
urn:wtsi:sample000934	0.326531	2	2
urn:wtsi:sample000935	0.046512	1	1
urn:wtsi:sample000936	0.200000	2	2
urn:wtsi:sample000937	0.260000	2	2
urn:wtsi:sample000938	0.255319	2	2
urn:wtsi:sample000939	0.042553	1	1
urn:wtsi:sample000940	0.163265	2	2
urn:wtsi:sample000941	0.377778	2	2
urn:wtsi:sample000942	0.000000	1	1
urn:wtsi:sample000943	0.000000	1	1
urn:wtsi:sample000944	0.187500	2	2
urn:wtsi:sample000945	0.280000	2	2
urn:wtsi:sample000946	0.040816	1	1
urn:wtsi:sample000947	0.000000	1	1
urn:wtsi:sample000948	0.229167	2	2
urn:wtsi:sample000949	0.318182	2	2
urn:wtsi:sample000950	0.000000	1	1
urn:wtsi:sample000951	0.166667	2	2
urn:wtsi:sample000952	0.000000	1	1
urn:wtsi:sample000953	0.311111	2	2
urn:wtsi:sample000954	0.021739	1	1
urn:wtsi:sample000955	0.000000	1	1
urn:wtsi:sample000956	0.270833	2	2
urn:wtsi:sample000957	0.020833	1	1
urn:wtsi:sample000958	0.000000	1	1
urn:wtsi:sample000959	0.000000	1	1
urn:wtsi:sample000960	0.240000	2	2
urn:wtsi:sample000961	0.020833	1	1
urn:wtsi:sample000962	0.234043	2	2
urn:wtsi:sample000963	0.195652	2	2
urn:wtsi:sample000964	0.060000	1	1
urn:wtsi:sample000965	0.325581	2	2
urn:wtsi:sample000966	0.244898	2	2
urn:wtsi:sample000967	0.020408	1	1
urn:wtsi:sample000968	0.326531	2	2
urn:wtsi:sample000969	0.000000	1	1
urn:wtsi:sample000970	0.040816	1	1
urn:wtsi:sample000971	0.021739	1	1
urn:wtsi:sample000972	0.020408	1	1
urn:wtsi:sample000973	0.319149	2	2
urn:wtsi:sample000974	0.183673	2	2
urn:wtsi:sample000975	0.208333	2	2
urn:wtsi:sample000976	0.340000	2	2
urn:wtsi:sample000977	0.045455	1	1
urn:wtsi:sample000978	0.021277	1	1
urn:wtsi:sample000979	0.021277	1	1
urn:wtsi:sample000980	0.043478	1	1
urn:wtsi:sample000981	0.040816	1	1
urn:wtsi:sample000982	0.276596	2	2
urn:wtsi:sample000983	0.023256	1	1
urn:wtsi:sample000984	0.319149	2	2
urn:wtsi:sample000985	0.020408	1	1
urn:wtsi:sample000986	0.229167	2	2
urn:wtsi:sample000987	0.260870	2	2
urn:wtsi:sample000988	0.250000	2	2
urn:wtsi:sample000989	0.239130	2	2
urn:wtsi:sample000990	0.240000	2	2
urn:wtsi:sample000991	0.000000	1	1
urn:wtsi:sample000992	0.066667	1	2
urn:wtsi:sample000993	0.000000	1	1
urn:wtsi:sample000994	0.041667	1	1
