sample	xhet	inferred	supplied
sample_02704	0.009359	NA	1
sample_02705	0.219063	NA	2
sample_02706	0.114772	NA	2
sample_02707	0.24245	NA	2
sample_02708	0.251089	NA	2
sample_02709	0.009791	NA	1
sample_02710	0.310325	NA	2
sample_02711	0.0091	NA	1
sample_02712	0.010516	NA	1
sample_02713	0.228144	NA	2
sample_02714	0.009192	NA	1
sample_02715	0.266265	NA	2
sample_02716	0.272354	NA	2
sample_02717	0.008739	NA	1
sample_02718	0.252915	NA	2
sample_02719	0.229248	NA	2
sample_02720	0.230072	NA	2
sample_02721	0.120908	NA	1
sample_02722	0.006756	NA	1
sample_02723	0.010625	NA	1
sample_02724	0.130893	NA	2
sample_02725	0.012615	NA	1
sample_02726	0.208213	NA	2
sample_02727	0.009386	NA	1
sample_02728	0.261174	NA	2
sample_02729	0.256489	NA	2
sample_02730	0.263836	NA	2
sample_02731	0.008095	NA	1
sample_02732	0.26681	NA	2
sample_02733	0.299741	NA	2
sample_02734	0.011406	NA	1
sample_02735	0.011352	NA	1
sample_02736	0.008864	NA	1
sample_02737	0.256757	NA	2
sample_02738	0.277711	NA	2
sample_02739	0.241241	NA	2
sample_02740	0.009263	NA	1
sample_02741	0.215212	NA	2
sample_02742	0.260617	NA	2
sample_02743	0.010017	NA	1
sample_02744	0.23033	NA	2
sample_02745	0.11135	NA	2
sample_02746	0.009659	NA	1
sample_02747	0.282488	NA	2
sample_02748	0.247199	NA	2
sample_02749	0.011148	NA	1
sample_02750	0.244714	NA	2
sample_02751	0.007522	NA	1
sample_02752	0.228654	NA	2
sample_02753	0.26214	NA	2
sample_02754	0.00902	NA	1
sample_02755	0.220582	NA	2
sample_02756	0.009893	NA	1
sample_02757	0.007916	NA	1
sample_02758	0.292223	NA	2
sample_02759	0.010615	NA	1
sample_02760	0.276844	NA	2
sample_02761	0.282002	NA	2
sample_02762	0.238704	NA	2
sample_02763	0.132027	NA	1
sample_02764	0.123835	NA	1
sample_02765	0.234568	NA	2
sample_02766	0.244951	NA	2
sample_02767	0.282061	NA	2
sample_02768	0.261944	NA	2
sample_02769	0.009277	NA	1
sample_02770	0.239124	NA	2
sample_02771	0.269026	NA	2
sample_02772	0.009356	NA	1
sample_02773	0.012156	NA	1
sample_02774	0.287302	NA	2
sample_02775	0.008546	NA	1
sample_02776	0.23155	NA	2
sample_02777	0.0077	NA	1
sample_02778	0.00738	NA	1
sample_02779	0.010491	NA	1
sample_02780	0.012203	NA	1
sample_02781	0.269092	NA	2
sample_02782	0.232597	NA	2
sample_02783	0.239458	NA	2
sample_02784	0.218836	NA	2
sample_02785	0.269625	NA	2
sample_02786	0.197815	NA	2
sample_02787	0.268116	NA	2
sample_02788	0.009117	NA	1
sample_02789	0.303695	NA	2
sample_02790	0.01031	NA	1
sample_02791	0.011532	NA	1
sample_02792	0.011251	NA	1
sample_02793	0.265148	NA	2
sample_02794	0.009796	NA	1
sample_02795	0.00817	NA	1
sample_02796	0.009167	NA	1
sample_02797	0.239174	NA	2
sample_02798	0.26512	NA	2
sample_02799	0.007428	NA	1
sample_02800	0.009505	NA	1
sample_02801	0.275025	NA	2
sample_02802	0.257829	NA	2
sample_02803	0.009562	NA	1
sample_02804	0.506139	NA	2
sample_02805	0.008856	NA	1
sample_02806	0.227981	NA	2
sample_02807	0.007658	NA	1
sample_02808	0.122864	NA	1
sample_02809	0.011163	NA	1
sample_02810	0.291396	NA	2
sample_02811	0.107874	NA	2
sample_02812	0.008427	NA	1
sample_02813	0.010956	NA	1
sample_02814	0.010682	NA	1
sample_02815	0.243004	NA	2
sample_02816	0.244621	NA	2
sample_02817	0.22447	NA	2
sample_02818	0.24823	NA	2
sample_02819	0.290786	NA	2
sample_02820	0.010091	NA	1
sample_02821	0.270555	NA	2
sample_02822	0.011923	NA	1
sample_02823	0.009506	NA	1
sample_02824	0.258033	NA	2
sample_02825	0.010968	NA	1
sample_02826	0.210595	NA	2
sample_02827	0.01025	NA	1
sample_02828	0.007113	NA	1
sample_02829	0.010732	NA	1
sample_02830	0.011045	NA	1
sample_02831	0.009798	NA	1
sample_02832	0.009731	NA	1
sample_02833	0.124872	NA	1
sample_02834	0.007913	NA	1
sample_02835	0.295766	NA	2
sample_02836	0.009446	NA	1
sample_02837	0.219737	NA	2
sample_02838	0.010535	NA	1
sample_02839	0.008706	NA	1
sample_02840	0.253022	NA	2
sample_02841	0.237359	NA	2
sample_02842	0.107692	NA	2
sample_02843	0.010003	NA	1
sample_02844	0.00959	NA	1
sample_02845	0.244169	NA	2
sample_02846	0.010071	NA	1
sample_02847	0.324231	NA	2
sample_02848	0.248573	NA	2
sample_02849	0.01196	NA	1
sample_02850	0.24364	NA	2
sample_02851	0.008717	NA	1
sample_02852	0.01201	NA	1
sample_02853	0.249924	NA	2
sample_02854	0.264711	NA	2
sample_02855	0.115583	NA	2
sample_02856	0.197717	NA	2
sample_02857	0.011012	NA	1
sample_02858	0.242088	NA	2
sample_02859	0.237484	NA	2
sample_02860	0.00902	NA	1
sample_02861	0.009053	NA	1
sample_02862	0.008655	NA	1
sample_02863	0.010959	NA	1
sample_02864	0.007812	NA	1
sample_02865	0.010847	NA	1
sample_02866	0.011942	NA	1
sample_02867	0.010628	NA	1
sample_02868	0.006977	NA	1
sample_02869	0.291739	NA	2
sample_02870	0.009741	NA	1
sample_02871	0.012363	NA	1
sample_02872	0.014188	NA	1
sample_02873	0.254146	NA	2
sample_02874	0.276032	NA	2
sample_02875	0.235185	NA	2
sample_02876	0.293635	NA	2
sample_02877	0.011541	NA	1
sample_02878	0.208403	NA	2
sample_02879	0.300606	NA	2
sample_02880	0.248166	NA	2
sample_02881	0.010076	NA	1
sample_02882	0.281519	NA	2
sample_02883	0.010784	NA	1
sample_02884	0.192098	NA	2
sample_02885	0.005837	NA	1
sample_02886	0.009107	NA	1
sample_02887	0.265112	NA	2
sample_02888	0.261284	NA	2
sample_02889	0.228827	NA	2
sample_02890	0.008784	NA	1
sample_02891	0.008669	NA	1
sample_02892	0.193808	NA	2
sample_02893	0.258728	NA	2
sample_02894	0.010979	NA	1
sample_02895	0.008717	NA	1
sample_02896	0.245454	NA	2
sample_02897	0.200397	NA	2
sample_02898	0.225803	NA	2
sample_02899	0.267439	NA	2
sample_02900	0.01119	NA	1
sample_02901	0.278078	NA	2
sample_02902	0.010631	NA	1
sample_02903	0.011633	NA	1
sample_02904	0.011116	NA	1
sample_02905	0.26259	NA	2
sample_02906	0.010313	NA	1
sample_02907	0.006951	NA	1
sample_02908	0.010748	NA	1
sample_02909	0.237547	NA	2
sample_02910	0.009712	NA	1
sample_02911	0.315277	NA	2
sample_02912	0.263941	NA	2
sample_02913	0.010434	NA	1
sample_02914	0.010008	NA	1
sample_02915	0.010788	NA	1
sample_02916	0.252604	NA	2
sample_02917	0.202699	NA	2
sample_02918	0.013005	NA	1
sample_02919	0.30822	NA	2
sample_02920	0.269006	NA	2
sample_02921	0.010128	NA	1
sample_02922	0.010307	NA	1
sample_02923	0.254208	NA	2
sample_02924	0.335256	NA	2
sample_02925	0.011928	NA	1
sample_02926	0.238256	NA	2
sample_02927	0.008494	NA	1
sample_02928	0.009652	NA	1
sample_02929	0.191321	NA	2
sample_02930	0.012097	NA	1
sample_02931	0.263407	NA	2
sample_02932	0.008475	NA	1
sample_02933	0.013702	NA	1
sample_02934	0.228772	NA	2
sample_02935	0.009721	NA	1
sample_02936	0.162248	NA	2
sample_02937	0.214658	NA	2
sample_02938	0.009081	NA	1
sample_02939	0.009404	NA	1
sample_02940	0.266978	NA	2
sample_02941	0.008222	NA	1
sample_02942	0.009231	NA	1
sample_02943	0.172095	NA	2
sample_02944	0.008987	NA	1
sample_02945	0.253396	NA	2
sample_02946	0.234981	NA	2
sample_02947	0.282888	NA	2
sample_02948	0.010205	NA	1
sample_02949	0.010502	NA	1
sample_02950	0.00977	NA	1
sample_02951	0.223669	NA	2
sample_02952	0.010621	NA	1
sample_02953	0.267155	NA	2
sample_02954	0.011613	NA	1
sample_02955	0.008679	NA	1
sample_02956	0.009004	NA	1
sample_02957	0.010246	NA	1
sample_02958	0.327518	NA	2
sample_02959	0.291855	NA	2
sample_02960	0.243024	NA	2
sample_02961	0.235883	NA	2
sample_02962	0.007541	NA	1
sample_02963	0.225247	NA	2
sample_02964	0.250543	NA	2
sample_02965	0.211558	NA	2
sample_02966	0.251118	NA	2
sample_02967	0.009991	NA	1
sample_02968	0.010473	NA	1
sample_02969	0.012485	NA	1
sample_02970	0.215565	NA	2
sample_02971	0.009473	NA	1
sample_02972	0.008435	NA	1
sample_02973	0.012536	NA	1
sample_02974	0.246387	NA	2
sample_02975	0.01131	NA	1
sample_02976	0.009656	NA	1
sample_02977	0.288265	NA	2
sample_02978	0.010419	NA	1
sample_02979	0.010202	NA	1
sample_02980	0.209507	NA	2
sample_02981	0.008038	NA	1
sample_02982	0.272745	NA	2
sample_02983	0.008938	NA	1
sample_02984	0.009489	NA	1
sample_02985	0.008431	NA	1
sample_02986	0.010024	NA	1
sample_02987	0.192855	NA	2
sample_02988	0.201133	NA	2
sample_02989	0.280125	NA	2
sample_02990	0.227024	NA	2
sample_02991	0.243303	NA	2
sample_02992	0.180702	NA	2
sample_02993	0.009827	NA	1
sample_02994	0.261091	NA	2
sample_02995	0.008408	NA	1
sample_02996	0.01062	NA	1
sample_02997	0.007854	NA	1
sample_02998	0.010954	NA	1
sample_02999	0.28298	NA	2
sample_03000	0.319887	NA	2
sample_03001	0.25628	NA	2
sample_03002	0.007902	NA	1
sample_03003	0.009884	NA	1
sample_03004	0.212819	NA	2
sample_03005	0.233009	NA	2
sample_03006	0.270167	NA	2
sample_03007	0.09765	NA	2
sample_03008	0.012101	NA	1
sample_03009	0.245784	NA	2
sample_03010	0.185047	NA	2
sample_03011	0.011879	NA	1
sample_03012	0.263923	NA	2
sample_03013	0.009333	NA	1
sample_03014	0.011054	NA	1
sample_03015	0.007624	NA	1
sample_03016	0.009693	NA	1
sample_03017	0.22527	NA	2
sample_03018	0.189331	NA	2
sample_03019	0.220451	NA	2
sample_03020	0.274697	NA	2
sample_03021	0.254909	NA	2
sample_03022	0.010492	NA	1
sample_03023	0.010575	NA	1
sample_03024	0.011926	NA	1
sample_03025	0.009829	NA	1
sample_03026	0.009611	NA	1
sample_03027	0.009497	NA	1
sample_03028	0.011319	NA	1
sample_03029	0.009222	NA	1
sample_03030	0.257527	NA	2
sample_03031	0.013481	NA	1
sample_03032	0.010669	NA	1
sample_03033	0.257242	NA	2
sample_03034	0.271018	NA	2
sample_03035	0.131777	NA	1
sample_03036	0.259661	NA	2
sample_03037	0.230437	NA	2
sample_03038	0.2514	NA	2
sample_03039	0.50273	NA	2
sample_03040	0.011069	NA	1
sample_03041	0.011099	NA	1
sample_03042	0.256666	NA	2
sample_03043	0.234521	NA	2
sample_03044	0.286279	NA	2
sample_03045	0.245704	NA	2
sample_03046	0.010128	NA	1
sample_03047	0.21761	NA	2
sample_03048	0.204092	NA	2
sample_03049	0.25614	NA	2
sample_03050	0.009295	NA	1
sample_03051	0.245293	NA	2
sample_03052	0.282174	NA	2
sample_03053	0.226604	NA	2
sample_03054	0.252844	NA	2
sample_03055	0.216555	NA	2
sample_03056	0.285283	NA	2
sample_03057	0.275511	NA	2
sample_03058	0.01139	NA	1
sample_03059	0.253816	NA	2
sample_03060	0.3044	NA	2
sample_03061	0.259505	NA	2
sample_03062	0.009551	NA	1
sample_03063	0.127956	NA	1
sample_03064	0.008101	NA	1
sample_03065	0.278789	NA	2
sample_03066	0.188941	NA	2
sample_03067	0.009163	NA	1
sample_03068	0.23573	NA	2
sample_03069	0.012289	NA	1
sample_03070	0.013025	NA	1
sample_03071	0.252801	NA	2
sample_03072	0.261912	NA	2
sample_03073	0.012629	NA	1
sample_03074	0.012352	NA	1
sample_03075	0.244285	NA	2
sample_03076	0.012524	NA	1
sample_03077	0.010186	NA	1
sample_03078	0.234103	NA	2
sample_03079	0.166449	NA	2
sample_03080	0.268581	NA	2
sample_03081	0.211021	NA	2
sample_03082	0.238415	NA	2
sample_03083	0.011663	NA	1
sample_03084	0.009621	NA	1
sample_03085	0.249794	NA	2
sample_03086	0.284712	NA	2
sample_03087	0.009888	NA	1
sample_03088	0.258459	NA	2
sample_03089	0.009052	NA	1
sample_03090	0.183331	NA	2
sample_03091	0.008293	NA	1
sample_03092	0.170446	NA	2
sample_03093	0.010732	NA	1
sample_03094	0.008721	NA	1
sample_03095	0.014007	NA	1
sample_03096	0.311607	NA	2
sample_03097	0.011319	NA	1
sample_03098	0.284591	NA	2
sample_03099	0.288734	NA	2
sample_03100	0.222605	NA	2
sample_03101	0.238244	NA	2
sample_03102	0.281339	NA	2
sample_03103	0.225139	NA	2
sample_03104	0.007785	NA	1
sample_03105	0.010381	NA	1
sample_03106	0.274686	NA	2
sample_03107	0.246925	NA	2
sample_03108	0.313894	NA	2
sample_03109	0.135748	NA	2
sample_03110	0.011095	NA	1
sample_03111	0.007206	NA	1
sample_03112	0.241711	NA	2
sample_03113	0.011957	NA	1
sample_03114	0.011069	NA	1
sample_03115	0.114662	NA	2
sample_03116	0.010863	NA	1
sample_03117	0.279922	NA	2
sample_03118	0.255159	NA	2
sample_03119	0.109836	NA	2
sample_03120	0.008786	NA	1
sample_03121	0.261311	NA	2
sample_03122	0.009825	NA	1
sample_03123	0.012248	NA	1
sample_03124	0.239226	NA	2
sample_03125	0.014717	NA	1
sample_03126	0.008436	NA	1
sample_03127	0.009962	NA	1
sample_03128	0.271669	NA	2
sample_03129	0.008771	NA	1
sample_03130	0.009298	NA	1
sample_03131	0.007914	NA	1
sample_03132	0.256268	NA	2
sample_03133	0.008358	NA	1
sample_03134	0.22237	NA	2
sample_03135	0.277229	NA	2
sample_03136	0.012021	NA	1
sample_03137	0.258327	NA	2
sample_03138	0.012201	NA	1
sample_03139	0.223272	NA	2
sample_03140	0.011668	NA	1
sample_03141	0.23605	NA	2
sample_03142	0.230009	NA	2
sample_03143	0.257013	NA	2
sample_03144	0.011429	NA	1
sample_03145	0.272919	NA	2
sample_03146	0.011828	NA	1
sample_03147	0.007717	NA	1
sample_03148	0.211956	NA	2
sample_03149	0.010345	NA	1
sample_03150	0.198837	NA	2
sample_03151	0.008847	NA	1
sample_03152	0.010612	NA	1
sample_03153	0.007293	NA	1
sample_03154	0.009603	NA	1
sample_03155	0.009752	NA	1
sample_03156	0.277389	NA	2
sample_03157	0.01201	NA	1
sample_03158	0.228482	NA	2
sample_03159	0.267973	NA	2
sample_03160	0.010182	NA	1
sample_03161	0.015541	NA	1
sample_03162	0.200045	NA	2
sample_03163	0.278924	NA	2
sample_03164	0.239752	NA	2
sample_03165	0.223056	NA	2
sample_03166	0.243208	NA	2
sample_03167	0.006549	NA	1
sample_03168	0.010186	NA	1
sample_03169	0.010947	NA	1
sample_03170	0.010175	NA	1
sample_03171	0.009558	NA	1
sample_03172	0.261045	NA	2
sample_03173	0.010636	NA	1
sample_03174	0.248726	NA	2
sample_03175	0.213185	NA	2
sample_03176	0.009474	NA	1
sample_03177	0.009551	NA	1
sample_03178	0.249985	NA	2
sample_03179	0.01025	NA	1
sample_03180	0.254959	NA	2
sample_03181	0.011705	NA	1
sample_03182	0.224309	NA	2
sample_03183	0.01014	NA	1
sample_03184	0.011385	NA	1
sample_03185	0.299743	NA	2
sample_03186	0.280301	NA	2
sample_03187	0.299519	NA	2
sample_03188	0.254455	NA	2
sample_03189	0.10862	NA	1
sample_03190	0.233223	NA	2
sample_03191	0.257465	NA	2
sample_03192	0.007946	NA	1
sample_03193	0.236538	NA	2
sample_03194	0.007958	NA	1
sample_03195	0.314734	NA	2
sample_03196	0.181048	NA	2
sample_03197	0.008451	NA	1
sample_03198	0.260219	NA	2
sample_03199	0.254915	NA	2
sample_03200	0.318574	NA	2
sample_03201	0.240642	NA	2
sample_03202	0.010227	NA	1
sample_03203	0.010836	NA	1
sample_03204	0.00877	NA	1
sample_03205	0.007823	NA	1
sample_03206	0.253122	NA	2
sample_03207	0.280891	NA	2
sample_03208	0.01127	NA	1
sample_03209	0.239089	NA	2
sample_03210	0.293161	NA	2
sample_03211	0.218131	NA	2
sample_03212	0.303179	NA	2
sample_03213	0.271528	NA	2
sample_03214	0.259721	NA	2
sample_03215	0.010419	NA	1
sample_03216	0.226157	NA	2
sample_03217	0.010556	NA	1
sample_03218	0.010277	NA	1
sample_03219	0.008783	NA	1
sample_03220	0.259049	NA	2
sample_03221	0.236635	NA	2
sample_03222	0.244726	NA	2
sample_03223	0.114911	NA	2
sample_03224	0.225164	NA	2
sample_03225	0.221161	NA	2
sample_03226	0.100625	NA	1
sample_03227	0.249919	NA	2
sample_03228	0.009478	NA	1
sample_03229	0.301435	NA	2
sample_03230	0.210356	NA	2
sample_03231	0.009019	NA	1
sample_03232	0.009653	NA	1
sample_03233	0.23303	NA	2
sample_03234	0.010158	NA	1
sample_03235	0.011496	NA	1
sample_03236	0.238241	NA	2
sample_03237	0.258895	NA	2
sample_03238	0.290785	NA	2
sample_03239	0.009558	NA	1
sample_03240	0.220595	NA	2
sample_03241	0.259639	NA	2
sample_03242	0.010064	NA	1
sample_03243	0.011673	NA	1
sample_03244	0.007987	NA	1
sample_03245	0.008084	NA	1
sample_03246	0.272016	NA	2
sample_03247	0.281902	NA	2
sample_03248	0.011013	NA	1
sample_03249	0.258481	NA	2
sample_03250	0.009485	NA	1
sample_03251	0.302011	NA	2
sample_03252	0.233985	NA	2
sample_03253	0.010033	NA	1
sample_03254	0.011602	NA	1
sample_03255	0.263766	NA	2
sample_03256	0.008437	NA	1
sample_03257	0.009704	NA	1
sample_03258	0.224991	NA	2
sample_03259	0.010584	NA	1
sample_03260	0.232128	NA	2
sample_03261	0.009173	NA	1
sample_03262	0.242065	NA	2
sample_03263	0.262288	NA	2
sample_03264	0.011367	NA	1
sample_03265	0.008603	NA	1
sample_03266	0.007701	NA	1
sample_03267	0.012717	NA	1
sample_03268	0.242586	NA	2
sample_03269	0.22832	NA	2
sample_03270	0.010117	NA	1
sample_03271	0.22745	NA	2
sample_03272	0.254704	NA	2
sample_03273	0.253391	NA	2
sample_03274	0.280064	NA	2
sample_03275	0.009396	NA	1
sample_03276	0.282068	NA	2
sample_03277	0.219238	NA	2
sample_03278	0.26352	NA	2
sample_03279	0.009454	NA	1
sample_03280	0.297211	NA	2
sample_03281	0.011343	NA	1
sample_03282	0.238982	NA	2
sample_03283	0.253596	NA	2
sample_03284	0.009814	NA	1
sample_03285	0.204869	NA	2
sample_03286	0.267415	NA	2
sample_03287	0.251869	NA	2
sample_03288	0.220502	NA	2
sample_03289	0.010884	NA	1
sample_03290	0.247743	NA	2
sample_03291	0.233082	NA	2
sample_03292	0.009366	NA	1
sample_03293	0.246419	NA	2
sample_03294	0.008092	NA	1
sample_03295	0.20713	NA	2
sample_03296	0.011134	NA	1
sample_03297	0.011909	NA	1
sample_03298	0.008598	NA	1
sample_03299	0.007703	NA	1
sample_03300	0.235987	NA	2
sample_03301	0.247951	NA	2
sample_03302	0.243408	NA	2
sample_03303	0.009571	NA	1
sample_03304	0.232975	NA	2
sample_03305	0.008934	NA	1
sample_03306	0.213101	NA	2
sample_03307	0.117254	NA	1
sample_03308	0.245778	NA	2
sample_03309	0.009518	NA	1
sample_03310	0.008107	NA	1
sample_03311	0.01	NA	1
sample_03312	0.012444	NA	1
sample_03313	0.23031	NA	2
sample_03314	0.009192	NA	1
sample_03315	0.009149	NA	1
sample_03316	0.250357	NA	2
sample_03317	0.009409	NA	1
sample_03318	0.275509	NA	2
sample_03319	0.010929	NA	1
sample_03320	0.009713	NA	1
sample_03321	0.131408	NA	1
sample_03322	0.505469	NA	2
sample_03323	0.303341	NA	2
sample_03324	0.22442	NA	2
sample_03325	0.006647	NA	1
sample_03326	0.270883	NA	2
sample_03327	0.328	NA	2
sample_03328	0.011893	NA	1
sample_03329	0.256291	NA	2
sample_03330	0.010003	NA	1
sample_03331	0.010477	NA	1
sample_03332	0.006338	NA	1
sample_03333	0.011752	NA	1
sample_03334	0.010374	NA	1
sample_03335	0.213761	NA	2
sample_03336	0.0096	NA	1
sample_03337	0.008869	NA	1
sample_03338	0.266228	NA	2
sample_03339	0.236905	NA	2
sample_03340	0.251499	NA	2
sample_03341	0.283842	NA	2
sample_03342	0.237473	NA	2
sample_03343	0.011264	NA	1
sample_03344	0.008106	NA	1
sample_03345	0.245633	NA	2
sample_03346	0.007103	NA	1
sample_03347	0.007604	NA	1
sample_03348	0.280385	NA	2
sample_03349	0.010771	NA	1
sample_03350	0.009218	NA	1
sample_03351	0.30663	NA	2
sample_03352	0.223613	NA	2
sample_03353	0.012156	NA	1
sample_03354	0.27489	NA	2
sample_03355	0.010495	NA	1
sample_03356	0.224466	NA	2
sample_03357	0.207776	NA	2
sample_03358	0.009972	NA	1
sample_03359	0.011215	NA	1
sample_03360	0.010581	NA	1
sample_03361	0.012727	NA	1
sample_03362	0.01012	NA	1
sample_03363	0.010439	NA	1
sample_03364	0.267201	NA	2
sample_03365	0.012008	NA	1
sample_03366	0.261449	NA	2
sample_03367	0.010789	NA	1
sample_03368	0.010979	NA	1
sample_03369	0.229087	NA	2
sample_03370	0.00883	NA	1
sample_03371	0.231503	NA	2
sample_03372	0.243688	NA	2
sample_03373	0.008988	NA	1
sample_03374	0.281779	NA	2
sample_03375	0.007784	NA	1
sample_03376	0.011698	NA	1
sample_03377	0.232468	NA	2
sample_03378	0.28687	NA	2
sample_03379	0.228575	NA	2
sample_03380	0.009976	NA	1
sample_03381	0.251509	NA	2
sample_03382	0.008558	NA	1
sample_03383	0.011892	NA	1
sample_03384	0.00953	NA	1
sample_03385	0.010949	NA	1
sample_03386	0.010166	NA	1
sample_03387	0.190552	NA	2
sample_03388	0.007624	NA	1
sample_03389	0.012117	NA	1
sample_03390	0.013431	NA	1
sample_03391	0.238941	NA	2
sample_03392	0.009479	NA	1
sample_03393	0.265889	NA	2
sample_03394	0.009501	NA	1
sample_03395	0.009157	NA	1
sample_03396	0.009334	NA	1
sample_03397	0.013441	NA	1
sample_03398	0.234523	NA	2
sample_03399	0.010702	NA	1
sample_03400	0.275266	NA	2
sample_03401	0.224112	NA	2
sample_03402	0.009094	NA	1
sample_03403	0.208088	NA	2
sample_03404	0.008417	NA	1
sample_03405	0.252827	NA	2
sample_03406	0.257079	NA	2
sample_03407	0.011219	NA	1
sample_03408	0.011236	NA	1
sample_03409	0.295127	NA	2
sample_03410	0.21779	NA	2
sample_03411	0.258263	NA	2
sample_03412	0.009874	NA	1
sample_03413	0.007838	NA	1
sample_03414	0.009408	NA	1
sample_03415	0.010804	NA	1
sample_03416	0.010931	NA	1
sample_03417	0.243939	NA	2
sample_03418	0.223009	NA	2
sample_03419	0.010868	NA	1
sample_03420	0.245917	NA	2
sample_03421	0.266488	NA	2
sample_03422	0.00929	NA	1
sample_03423	0.279079	NA	2
sample_03424	0.012357	NA	1
sample_03425	0.011869	NA	1
sample_03426	0.279621	NA	2
sample_03427	0.006289	NA	1
sample_03428	0.009762	NA	1
sample_03429	0.218539	NA	2
sample_03430	0.01082	NA	1
sample_03431	0.010843	NA	1
sample_03432	0.009676	NA	1
sample_03433	0.009792	NA	1
sample_03434	0.259702	NA	2
sample_03435	0.207091	NA	2
sample_03436	0.253222	NA	2
sample_03437	0.009174	NA	1
sample_03438	0.006947	NA	1
sample_03439	0.240425	NA	2
sample_03440	0.011338	NA	1
sample_03441	0.226582	NA	2
sample_03442	0.211571	NA	2
sample_03443	0.190218	NA	2
sample_03444	0.010862	NA	1
sample_03445	0.011513	NA	1
sample_03446	0.508079	NA	2
sample_03447	0.009749	NA	1
sample_03448	0.236048	NA	2
sample_03449	0.012308	NA	1
sample_03450	0.011761	NA	1
sample_03451	0.205209	NA	2
sample_03452	0.292823	NA	2
sample_03453	0.27143	NA	2
sample_03454	0.220343	NA	2
sample_03455	0.011107	NA	1
sample_03456	0.255453	NA	2
sample_03457	0.010811	NA	1
sample_03458	0.009578	NA	1
sample_03459	0.338695	NA	2
sample_03460	0.011084	NA	1
sample_03461	0.247691	NA	2
sample_03462	0.24768	NA	2
sample_03463	0.008285	NA	1
sample_03464	0.011107	NA	1
sample_03465	0.009363	NA	1
sample_03466	0.010485	NA	1
sample_03467	0.302803	NA	2
sample_03468	0.271734	NA	2
sample_03469	0.007641	NA	1
sample_03470	0.009558	NA	1
sample_03471	0.27053	NA	2
sample_03472	0.009967	NA	1
sample_03473	0.10951	NA	1
sample_03474	0.248975	NA	2
sample_03475	0.273301	NA	2
sample_03476	0.247302	NA	2
sample_03477	0.237148	NA	2
sample_03478	0.009168	NA	1
sample_03479	0.008713	NA	1
sample_03480	0.01103	NA	1
sample_03481	0.008268	NA	1
sample_03482	0.261219	NA	2
sample_03483	0.012792	NA	1
sample_03484	0.225541	NA	2
sample_03485	0.221434	NA	2
sample_03486	0.256812	NA	2
sample_03487	0.010871	NA	1
sample_03488	0.24411	NA	2
sample_03489	0.010257	NA	1
sample_03490	0.010734	NA	1
sample_03491	0.009963	NA	1
sample_03492	0.110667	NA	2
sample_03493	0.009028	NA	1
sample_03494	0.221819	NA	2
sample_03495	0.011496	NA	1
sample_03496	0.249153	NA	2
sample_03497	0.486861	NA	2
sample_03498	0.264296	NA	2
sample_03499	0.007777	NA	1
sample_03500	0.277165	NA	2
sample_03501	0.009138	NA	1
sample_03502	0.228215	NA	2
sample_03503	0.008693	NA	1
sample_03504	0.011077	NA	1
sample_03505	0.011185	NA	1
sample_03506	0.01176	NA	1
sample_03507	0.111145	NA	2
sample_03508	0.251182	NA	2
sample_03509	0.256915	NA	2
sample_03510	0.242811	NA	2
sample_03511	0.009895	NA	1
sample_03512	0.245866	NA	2
sample_03513	0.101905	NA	2
sample_03514	0.258423	NA	2
sample_03515	0.114324	NA	2
sample_03516	0.0088	NA	1
sample_03517	0.273255	NA	2
sample_03518	0.255449	NA	2
sample_03519	0.009892	NA	1
sample_03520	0.01012	NA	1
sample_03521	0.13321	NA	1
sample_03522	0.226687	NA	2
sample_03523	0.273916	NA	2
sample_03524	0.010314	NA	1
sample_03525	0.011633	NA	1
sample_03526	0.010724	NA	1
sample_03527	0.010616	NA	1
sample_03528	0.010844	NA	1
sample_03529	0.130544	NA	2
sample_03530	0.007273	NA	1
sample_03531	0.009766	NA	1
sample_03532	0.262243	NA	2
sample_03533	0.134439	NA	1
sample_03534	0.01188	NA	1
sample_03535	0.229692	NA	2
sample_03536	0.010642	NA	1
sample_03537	0.255222	NA	2
sample_03538	0.277755	NA	2
sample_03539	0.009348	NA	1
sample_03540	0.010186	NA	1
sample_03541	0.269714	NA	2
sample_03542	0.238212	NA	2
sample_03543	0.270997	NA	2
sample_03544	0.010144	NA	1
sample_03545	0.007446	NA	1
sample_03546	0.010267	NA	1
sample_03547	0.008281	NA	1
sample_03548	0.009506	NA	1
sample_03549	0.219577	NA	2
sample_03550	0.007295	NA	1
sample_03551	0.010246	NA	1
sample_03552	0.242439	NA	2
sample_03553	0.010047	NA	1
sample_03554	0.009256	NA	1
sample_03555	0.009555	NA	1
sample_03556	0.251589	NA	2
sample_03557	0.009222	NA	1
sample_03558	0.007996	NA	1
sample_03559	0.011211	NA	1
sample_03560	0.011321	NA	1
sample_03561	0.255071	NA	2
sample_03562	0.010232	NA	1
sample_03563	0.007148	NA	1
sample_03564	0.276663	NA	2
sample_03565	0.009831	NA	1
sample_03566	0.009481	NA	1
sample_03567	0.246279	NA	2
sample_03568	0.012875	NA	1
sample_03569	0.011445	NA	1
sample_03570	0.250675	NA	2
sample_03571	0.009711	NA	1
sample_03572	0.225762	NA	2
sample_03573	0.00935	NA	1
sample_03574	0.235172	NA	2
sample_03575	0.011005	NA	1
sample_03576	0.202675	NA	2
sample_03577	0.309242	NA	2
