# Sequenom identity comparison	MIN_SNPS:10	PASS_THRESHOLD:0.9
# sample	common SNPs	matching calls	concordance	result
plate10_D03_s000883	.	.	.	Unavailable
plate02_A11_s000176	.	.	.	Unavailable
plate08_G11_s000758	.	.	.	Unavailable
plate10_G06_s000910	.	.	.	Unavailable
plate08_C11_s000754	.	.	.	Unavailable
plate07_H08_s000639	.	.	.	Unavailable
plate04_C05_s000322	.	.	.	Unavailable
plate07_F10_s000653	.	.	.	Unavailable
plate02_D03_s000115	.	.	.	Unavailable
plate07_F09_s000645	.	.	.	Unavailable
plate04_F12_s000381	.	.	.	Unavailable
plate05_A08_s000440	.	.	.	Unavailable
plate08_G12_s000766	.	.	.	Unavailable
plate06_H03_s000503	.	.	.	Unavailable
plate05_H01_s000391	.	.	.	Unavailable
plate09_F11_s000853	.	.	.	Unavailable
plate07_B03_s000593	.	.	.	Unavailable
plate02_G07_s000150	.	.	.	Unavailable
plate07_E04_s000604	.	.	.	Unavailable
plate11_D02_s000971	.	.	.	Unavailable
plate07_C04_s000602	.	.	.	Unavailable
plate10_H04_s000895	.	.	.	Unavailable
plate08_G04_s000702	.	.	.	Unavailable
plate01_H02_s000015	.	.	.	Unavailable
plate01_D03_s000019	.	.	.	Unavailable
plate11_C03_s000978	.	.	.	Unavailable
plate08_H09_s000743	.	.	.	Unavailable
plate08_E09_s000740	.	.	.	Unavailable
plate06_H02_s000495	.	.	.	Unavailable
plate01_E07_s000052	.	.	.	Unavailable
plate01_B02_s000009	.	.	.	Unavailable
plate04_B12_s000377	.	.	.	Unavailable
plate09_C09_s000834	.	.	.	Unavailable
plate08_A04_s000696	.	.	.	Unavailable
plate09_B10_s000841	.	.	.	Unavailable
plate07_H04_s000607	.	.	.	Unavailable
plate09_D10_s000843	.	.	.	Unavailable
plate06_E08_s000540	.	.	.	Unavailable
plate05_B01_s000385	.	.	.	Unavailable
plate07_F02_s000589	.	.	.	Unavailable
plate06_E03_s000500	.	.	.	Unavailable
plate10_B11_s000945	.	.	.	Unavailable
plate01_C09_s000066	.	.	.	Unavailable
plate09_H06_s000815	.	.	.	Unavailable
plate09_B02_s000777	.	.	.	Unavailable
plate04_D01_s000291	.	.	.	Unavailable
plate01_F06_s000045	.	.	.	Unavailable
plate03_G03_s000214	.	.	.	Unavailable
plate10_H11_s000951	.	.	.	Unavailable
plate02_F02_s000109	.	.	.	Unavailable
plate08_B07_s000721	.	.	.	Unavailable
plate02_G03_s000118	.	.	.	Unavailable
plate08_H02_s000687	.	.	.	Unavailable
plate01_H05_s000039	.	.	.	Unavailable
plate04_H09_s000359	.	.	.	Unavailable
plate07_D06_s000619	.	.	.	Unavailable
plate05_G03_s000406	.	.	.	Unavailable
plate01_A03_s000016	.	.	.	Unavailable
plate01_G05_s000038	.	.	.	Unavailable
plate09_E02_s000780	.	.	.	Unavailable
plate01_H08_s000063	.	.	.	Unavailable
plate04_F10_s000365	.	.	.	Unavailable
plate11_B05_s000993	.	.	.	Unavailable
plate06_A11_s000560	.	.	.	Unavailable
plate09_D02_s000779	.	.	.	Unavailable
plate04_D06_s000331	.	.	.	Unavailable
plate05_F10_s000461	.	.	.	Unavailable
plate08_B06_s000713	.	.	.	Unavailable
plate04_G02_s000302	.	.	.	Unavailable
plate06_A07_s000528	.	.	.	Unavailable
plate02_D04_s000123	.	.	.	Unavailable
plate04_H12_s000383	.	.	.	Unavailable
plate03_A04_s000216	.	.	.	Unavailable
plate05_G07_s000438	.	.	.	Unavailable
plate08_E02_s000684	.	.	.	Unavailable
plate02_A12_s000184	.	.	.	Unavailable
plate01_A04_s000024	.	.	.	Unavailable
plate05_E06_s000428	.	.	.	Unavailable
plate02_G11_s000182	.	.	.	Unavailable
plate02_E11_s000180	.	.	.	Unavailable
plate11_C02_s000970	.	.	.	Unavailable
plate09_F03_s000789	.	.	.	Unavailable
plate10_H08_s000927	.	.	.	Unavailable
plate07_A09_s000640	.	.	.	Unavailable
plate09_H02_s000783	.	.	.	Unavailable
plate03_F06_s000237	.	.	.	Unavailable
plate05_F04_s000413	.	.	.	Unavailable
plate07_B01_s000577	.	.	.	Unavailable
plate05_C03_s000402	.	.	.	Unavailable
plate09_C10_s000842	.	.	.	Unavailable
plate02_C02_s000106	.	.	.	Unavailable
plate05_G10_s000462	.	.	.	Unavailable
plate07_D03_s000595	.	.	.	Unavailable
plate01_B01_s000001	.	.	.	Unavailable
plate01_G01_s000006	.	.	.	Unavailable
plate06_C06_s000522	.	.	.	Unavailable
plate04_F01_s000293	.	.	.	Unavailable
plate04_F06_s000333	.	.	.	Unavailable
plate07_A11_s000656	.	.	.	Unavailable
plate08_E06_s000716	.	.	.	Unavailable
plate02_B07_s000145	.	.	.	Unavailable
plate02_C10_s000170	.	.	.	Unavailable
plate10_A04_s000888	.	.	.	Unavailable
plate09_A02_s000776	.	.	.	Unavailable
plate02_A02_s000104	.	.	.	Unavailable
plate08_F07_s000725	.	.	.	Unavailable
plate07_F05_s000613	.	.	.	Unavailable
plate04_D04_s000315	.	.	.	Unavailable
plate01_A01_s000000	.	.	.	Unavailable
plate03_A08_s000248	.	.	.	Unavailable
plate06_D06_s000523	.	.	.	Unavailable
plate08_F08_s000733	.	.	.	Unavailable
plate07_H12_s000671	.	.	.	Unavailable
plate08_E05_s000708	.	.	.	Unavailable
plate05_C02_s000394	.	.	.	Unavailable
plate01_G03_s000022	.	.	.	Unavailable
plate04_B05_s000321	.	.	.	Unavailable
plate06_H08_s000543	.	.	.	Unavailable
plate08_H08_s000735	.	.	.	Unavailable
plate02_G05_s000134	.	.	.	Unavailable
plate02_C12_s000186	.	.	.	Unavailable
plate04_D05_s000323	.	.	.	Unavailable
plate09_H09_s000839	.	.	.	Unavailable
plate11_C04_s000986	.	.	.	Unavailable
plate03_H12_s000287	.	.	.	Unavailable
plate06_G06_s000526	.	.	.	Unavailable
plate03_C01_s000194	.	.	.	Unavailable
plate11_A05_s000992	.	.	.	Unavailable
plate10_C10_s000938	.	.	.	Unavailable
plate02_E01_s000100	.	.	.	Unavailable
plate07_H02_s000591	.	.	.	Unavailable
plate03_A05_s000224	.	.	.	Unavailable
plate05_C08_s000442	.	.	.	Unavailable
plate11_D03_s000979	.	.	.	Unavailable
plate06_E09_s000548	.	.	.	Unavailable
plate02_F04_s000125	.	.	.	Unavailable
plate01_C04_s000026	.	.	.	Unavailable
plate02_D09_s000163	.	.	.	Unavailable
plate09_D07_s000819	.	.	.	Unavailable
plate04_C11_s000370	.	.	.	Unavailable
plate06_E01_s000484	.	.	.	Unavailable
plate10_A03_s000880	.	.	.	Unavailable
plate04_B06_s000329	.	.	.	Unavailable
plate05_G09_s000454	.	.	.	Unavailable
plate05_F02_s000397	.	.	.	Unavailable
plate05_D10_s000459	.	.	.	Unavailable
plate08_D07_s000723	.	.	.	Unavailable
plate01_D07_s000051	.	.	.	Unavailable
plate10_G11_s000950	.	.	.	Unavailable
plate10_A02_s000872	.	.	.	Unavailable
plate03_C11_s000274	.	.	.	Unavailable
plate05_A07_s000432	.	.	.	Unavailable
plate11_D04_s000987	.	.	.	Unavailable
plate09_G04_s000798	.	.	.	Unavailable
plate01_D06_s000043	.	.	.	Unavailable
plate05_A09_s000448	.	.	.	Unavailable
plate05_D01_s000387	.	.	.	Unavailable
plate04_E02_s000300	.	.	.	Unavailable
plate06_B02_s000489	.	.	.	Unavailable
plate08_B02_s000681	.	.	.	Unavailable
plate07_F04_s000605	.	.	.	Unavailable
plate06_C10_s000554	.	.	.	Unavailable
plate06_G01_s000486	.	.	.	Unavailable
plate10_G02_s000878	.	.	.	Unavailable
plate06_B06_s000521	.	.	.	Unavailable
plate02_H12_s000191	.	.	.	Unavailable
plate02_H10_s000175	.	.	.	Unavailable
plate11_E03_s000980	.	.	.	Unavailable
plate09_F12_s000861	.	.	.	Unavailable
plate10_C07_s000914	.	.	.	Unavailable
plate05_D07_s000435	.	.	.	Unavailable
plate05_C10_s000458	.	.	.	Unavailable
plate03_H07_s000247	.	.	.	Unavailable
plate06_A08_s000536	.	.	.	Unavailable
plate04_C09_s000354	.	.	.	Unavailable
plate07_D05_s000611	.	.	.	Unavailable
plate01_A05_s000032	.	.	.	Unavailable
plate04_D08_s000347	.	.	.	Unavailable
plate05_A11_s000464	.	.	.	Unavailable
plate01_G04_s000030	.	.	.	Unavailable
plate03_G09_s000262	.	.	.	Unavailable
plate04_B04_s000313	.	.	.	Unavailable
plate11_B01_s000961	.	.	.	Unavailable
plate01_D01_s000003	.	.	.	Unavailable
plate03_D08_s000251	.	.	.	Unavailable
plate07_E09_s000644	.	.	.	Unavailable
plate05_D09_s000451	.	.	.	Unavailable
plate02_F09_s000165	.	.	.	Unavailable
plate01_F03_s000021	.	.	.	Unavailable
plate02_D10_s000171	.	.	.	Unavailable
plate01_G11_s000086	.	.	.	Unavailable
plate10_C03_s000882	.	.	.	Unavailable
plate06_C03_s000498	.	.	.	Unavailable
plate09_E12_s000860	.	.	.	Unavailable
plate01_G09_s000070	.	.	.	Unavailable
plate04_G01_s000294	.	.	.	Unavailable
plate09_A01_s000768	.	.	.	Unavailable
plate03_B05_s000225	.	.	.	Unavailable
plate01_C05_s000034	.	.	.	Unavailable
plate08_E01_s000676	.	.	.	Unavailable
plate07_D08_s000635	.	.	.	Unavailable
plate05_C12_s000474	.	.	.	Unavailable
plate01_G02_s000014	.	.	.	Unavailable
plate08_F11_s000757	.	.	.	Unavailable
plate06_E10_s000556	.	.	.	Unavailable
plate06_C01_s000482	.	.	.	Unavailable
plate06_F02_s000493	.	.	.	Unavailable
plate03_F07_s000245	.	.	.	Unavailable
plate02_F08_s000157	.	.	.	Unavailable
plate08_D02_s000683	.	.	.	Unavailable
plate04_H10_s000367	.	.	.	Unavailable
plate06_F04_s000509	.	.	.	Unavailable
plate08_D03_s000691	.	.	.	Unavailable
plate09_E09_s000836	.	.	.	Unavailable
plate08_H10_s000751	.	.	.	Unavailable
plate01_E02_s000012	.	.	.	Unavailable
plate10_G09_s000934	.	.	.	Unavailable
plate07_F06_s000621	.	.	.	Unavailable
plate05_F01_s000389	.	.	.	Unavailable
plate01_A11_s000080	.	.	.	Unavailable
plate10_D12_s000955	.	.	.	Unavailable
plate10_A05_s000896	.	.	.	Unavailable
plate04_C10_s000362	.	.	.	Unavailable
plate01_E08_s000060	.	.	.	Unavailable
plate06_C08_s000538	.	.	.	Unavailable
plate01_D02_s000011	.	.	.	Unavailable
plate04_A07_s000336	.	.	.	Unavailable
plate07_C09_s000642	.	.	.	Unavailable
plate05_D11_s000467	.	.	.	Unavailable
plate01_H06_s000047	.	.	.	Unavailable
plate06_B01_s000481	.	.	.	Unavailable
plate10_H05_s000903	.	.	.	Unavailable
plate06_E11_s000564	.	.	.	Unavailable
plate04_H03_s000311	.	.	.	Unavailable
plate11_C01_s000962	.	.	.	Unavailable
plate09_C05_s000802	.	.	.	Unavailable
plate08_E04_s000700	.	.	.	Unavailable
plate07_F07_s000629	.	.	.	Unavailable
plate09_C06_s000810	.	.	.	Unavailable
plate08_B12_s000761	.	.	.	Unavailable
plate08_D04_s000699	.	.	.	Unavailable
plate07_B12_s000665	.	.	.	Unavailable
plate03_D10_s000267	.	.	.	Unavailable
plate10_A07_s000912	.	.	.	Unavailable
plate03_F03_s000213	.	.	.	Unavailable
plate03_H09_s000263	.	.	.	Unavailable
plate04_D07_s000339	.	.	.	Unavailable
plate10_B08_s000921	.	.	.	Unavailable
plate02_B08_s000153	.	.	.	Unavailable
plate05_G08_s000446	.	.	.	Unavailable
plate03_C08_s000250	.	.	.	Unavailable
plate08_D06_s000715	.	.	.	Unavailable
plate08_D09_s000739	.	.	.	Unavailable
plate03_H10_s000271	.	.	.	Unavailable
plate04_G06_s000334	.	.	.	Unavailable
plate05_E02_s000396	.	.	.	Unavailable
plate05_F03_s000405	.	.	.	Unavailable
plate11_C05_s000994	.	.	.	Unavailable
plate03_E10_s000268	.	.	.	Unavailable
plate02_B05_s000129	.	.	.	Unavailable
plate04_B02_s000297	.	.	.	Unavailable
plate06_B09_s000545	.	.	.	Unavailable
plate01_C06_s000042	.	.	.	Unavailable
plate09_D01_s000771	.	.	.	Unavailable
plate07_G10_s000654	.	.	.	Unavailable
plate02_A06_s000136	.	.	.	Unavailable
plate06_C11_s000562	.	.	.	Unavailable
plate04_G11_s000374	.	.	.	Unavailable
plate10_A09_s000928	.	.	.	Unavailable
plate08_D12_s000763	.	.	.	Unavailable
plate07_E11_s000660	.	.	.	Unavailable
plate07_F08_s000637	.	.	.	Unavailable
plate06_E05_s000516	.	.	.	Unavailable
plate07_B10_s000649	.	.	.	Unavailable
plate08_G09_s000742	.	.	.	Unavailable
plate09_G07_s000822	.	.	.	Unavailable
plate10_B09_s000929	.	.	.	Unavailable
plate07_H11_s000663	.	.	.	Unavailable
plate07_E08_s000636	.	.	.	Unavailable
plate08_A11_s000752	.	.	.	Unavailable
plate10_D01_s000867	.	.	.	Unavailable
plate08_H11_s000759	.	.	.	Unavailable
plate01_F09_s000069	.	.	.	Unavailable
plate06_D03_s000499	.	.	.	Unavailable
plate05_D06_s000427	.	.	.	Unavailable
plate10_A01_s000864	.	.	.	Unavailable
plate05_C06_s000426	.	.	.	Unavailable
plate01_B11_s000081	.	.	.	Unavailable
plate09_D08_s000827	.	.	.	Unavailable
plate07_H05_s000615	.	.	.	Unavailable
plate10_D10_s000939	.	.	.	Unavailable
plate03_E06_s000236	.	.	.	Unavailable
plate06_D02_s000491	.	.	.	Unavailable
plate11_B04_s000985	.	.	.	Unavailable
plate07_D07_s000627	.	.	.	Unavailable
plate07_A04_s000600	.	.	.	Unavailable
plate05_F12_s000477	.	.	.	Unavailable
plate03_E01_s000196	.	.	.	Unavailable
plate08_F04_s000701	.	.	.	Unavailable
plate07_D10_s000651	.	.	.	Unavailable
plate05_H08_s000447	.	.	.	Unavailable
plate06_D01_s000483	.	.	.	Unavailable
plate09_A10_s000840	.	.	.	Unavailable
plate06_G07_s000534	.	.	.	Unavailable
plate06_B11_s000561	.	.	.	Unavailable
plate09_H08_s000831	.	.	.	Unavailable
plate07_D09_s000643	.	.	.	Unavailable
plate11_H03_s000983	.	.	.	Unavailable
plate06_G09_s000550	.	.	.	Unavailable
plate05_C01_s000386	.	.	.	Unavailable
plate10_E06_s000908	.	.	.	Unavailable
plate10_D09_s000931	.	.	.	Unavailable
plate09_C08_s000826	.	.	.	Unavailable
plate10_H06_s000911	.	.	.	Unavailable
plate04_D02_s000299	.	.	.	Unavailable
plate07_C01_s000578	.	.	.	Unavailable
plate11_F01_s000965	.	.	.	Unavailable
plate02_H11_s000183	.	.	.	Unavailable
plate09_F09_s000837	.	.	.	Unavailable
plate07_E06_s000620	.	.	.	Unavailable
plate10_B04_s000889	.	.	.	Unavailable
plate07_A08_s000632	.	.	.	Unavailable
plate03_B09_s000257	.	.	.	Unavailable
plate05_H03_s000407	.	.	.	Unavailable
plate05_B06_s000425	.	.	.	Unavailable
plate09_B07_s000817	.	.	.	Unavailable
plate11_A01_s000960	.	.	.	Unavailable
plate01_E12_s000092	.	.	.	Unavailable
plate03_F04_s000221	.	.	.	Unavailable
plate09_D04_s000795	.	.	.	Unavailable
plate01_C03_s000018	.	.	.	Unavailable
plate08_D01_s000675	.	.	.	Unavailable
plate09_G05_s000806	.	.	.	Unavailable
plate01_C07_s000050	.	.	.	Unavailable
plate07_B04_s000601	.	.	.	Unavailable
plate03_A09_s000256	.	.	.	Unavailable
plate08_H12_s000767	.	.	.	Unavailable
plate01_E09_s000068	.	.	.	Unavailable
plate10_A12_s000952	.	.	.	Unavailable
plate09_C03_s000786	.	.	.	Unavailable
plate03_F08_s000253	.	.	.	Unavailable
plate09_C02_s000778	.	.	.	Unavailable
plate03_D02_s000203	.	.	.	Unavailable
plate01_G07_s000054	.	.	.	Unavailable
plate04_H08_s000351	.	.	.	Unavailable
plate01_E01_s000004	.	.	.	Unavailable
plate08_H05_s000711	.	.	.	Unavailable
plate04_G12_s000382	.	.	.	Unavailable
plate09_H03_s000791	.	.	.	Unavailable
plate01_G12_s000094	.	.	.	Unavailable
plate10_H07_s000919	.	.	.	Unavailable
plate07_D02_s000587	.	.	.	Unavailable
plate10_G07_s000918	.	.	.	Unavailable
plate04_F03_s000309	.	.	.	Unavailable
plate10_B05_s000897	.	.	.	Unavailable
plate03_C12_s000282	.	.	.	Unavailable
plate03_D04_s000219	.	.	.	Unavailable
plate03_A06_s000232	.	.	.	Unavailable
plate09_B03_s000785	.	.	.	Unavailable
plate07_D11_s000659	.	.	.	Unavailable
plate07_B07_s000625	.	.	.	Unavailable
plate03_E04_s000220	.	.	.	Unavailable
plate03_E12_s000284	.	.	.	Unavailable
plate05_F09_s000453	.	.	.	Unavailable
plate07_E01_s000580	.	.	.	Unavailable
plate09_E05_s000804	.	.	.	Unavailable
plate07_A10_s000648	.	.	.	Unavailable
plate02_H09_s000167	.	.	.	Unavailable
plate09_D03_s000787	.	.	.	Unavailable
plate04_A01_s000288	.	.	.	Unavailable
plate04_B09_s000353	.	.	.	Unavailable
plate05_F11_s000469	.	.	.	Unavailable
plate08_H07_s000727	.	.	.	Unavailable
plate01_B07_s000049	.	.	.	Unavailable
plate05_E01_s000388	.	.	.	Unavailable
plate07_H09_s000647	.	.	.	Unavailable
plate03_E02_s000204	.	.	.	Unavailable
plate07_E05_s000612	.	.	.	Unavailable
plate06_A01_s000480	.	.	.	Unavailable
plate04_H06_s000335	.	.	.	Unavailable
plate06_E06_s000524	.	.	.	Unavailable
plate03_D05_s000227	.	.	.	Unavailable
plate09_H04_s000799	.	.	.	Unavailable
plate09_G02_s000782	.	.	.	Unavailable
plate03_E03_s000212	.	.	.	Unavailable
plate01_D05_s000035	.	.	.	Unavailable
plate03_C09_s000258	.	.	.	Unavailable
plate03_G04_s000222	.	.	.	Unavailable
plate09_B11_s000849	.	.	.	Unavailable
plate10_E08_s000924	.	.	.	Unavailable
plate02_D07_s000147	.	.	.	Unavailable
plate03_C10_s000266	.	.	.	Unavailable
