#Sample	CR	autosomal_het	x_het
#stats from 97/210 SNPs with CR >= 95%
s000145	0.948454	0.2917	0.0227
s000079	0.948454	0.2292	0.0455
s000842	0.938144	0.2766	0.2273
s000816	0.938144	0.2340	0.0227
s000474	0.938144	0.1957	0.0000
s000120	0.938144	0.1818	0.0213
s000225	0.938144	0.2444	0.0652
s000214	0.938144	0.1667	0.3023
s000306	0.938144	0.3191	0.0227
s000855	0.938144	0.3696	0.0000
s000359	0.938144	0.2667	0.1957
s000177	0.938144	0.3182	0.0000
s000140	0.938144	0.3404	0.3182
s000967	0.938144	0.2708	0.2791
s000515	0.938144	0.2889	0.3261
s000993	0.938144	0.2917	0.3023
s000114	0.938144	0.2766	0.2273
s000348	0.938144	0.1778	0.0000
s000347	0.938144	0.2000	0.0217
s000493	0.938144	0.2391	0.0000
s000498	0.938144	0.0667	0.0000
s000034	0.938144	0.3333	0.2093
s000335	0.938144	0.3261	0.2222
s000978	0.938144	0.2766	0.1818
s000346	0.938144	0.2979	0.3636
s000485	0.938144	0.1957	0.0444
s000144	0.938144	0.2979	0.0000
s000977	0.938144	0.2174	0.2444
s000481	0.938144	0.1818	0.2128
s000036	0.938144	0.1957	0.2667
s000501	0.938144	0.2500	0.0233
s000478	0.938144	0.2889	0.2609
s000112	0.938144	0.3191	0.0455
s000841	0.938144	0.2273	0.1915
s000393	0.938144	0.2128	0.0227
s000314	0.938144	0.2174	0.2667
s000941	0.938144	0.2791	0.2500
s000434	0.938144	0.2128	0.2727
s000199	0.938144	0.2889	0.2174
s000323	0.938144	0.2553	0.0455
s000198	0.938144	0.2000	0.2609
s000197	0.938144	0.4043	0.0000
s000433	0.938144	0.2667	0.0000
s000018	0.938144	0.2174	0.0889
s000431	0.938144	0.2979	0.3409
s000193	0.938144	0.2128	0.0455
s000317	0.938144	0.3750	0.0000
s000910	0.938144	0.2979	0.0682
s000192	0.938144	0.2889	0.2391
s000021	0.938144	0.2667	0.1957
s000408	0.938144	0.2553	0.2500
s000188	0.938144	0.2391	0.2889
s000928	0.938144	0.2292	0.0000
s000924	0.938144	0.3261	0.2889
s000320	0.938144	0.3404	0.0227
s000308	0.938144	0.3043	0.1111
s000030	0.938144	0.1957	0.2222
s000865	0.938144	0.1667	0.2093
s000211	0.938144	0.2500	0.0213
s000459	0.938144	0.2667	0.1957
s000375	0.938144	0.2667	0.2609
s000956	0.938144	0.2667	0.0652
s000955	0.938144	0.3191	0.1591
s000380	0.938144	0.2391	0.2222
s000457	0.938144	0.2174	0.2667
s000381	0.938144	0.3333	0.2558
s000870	0.938144	0.2826	0.1556
s000456	0.938144	0.1957	0.0222
s000875	0.938144	0.2500	0.0000
s000448	0.938144	0.3556	0.2391
s000878	0.938144	0.2045	0.0000
s000029	0.938144	0.1915	0.0455
s000311	0.938144	0.2553	0.2727
s000443	0.938144	0.2553	0.0000
s000389	0.938144	0.2083	0.1860
s000944	0.938144	0.2128	0.2045
s000205	0.938144	0.2979	0.0227
s000263	0.938144	0.2826	0.0444
s000538	0.938144	0.2609	0.4000
s000540	0.938144	0.2889	0.0000
s000782	0.938144	0.2174	0.2000
s000103	0.938144	0.2222	0.0000
s000544	0.938144	0.2667	0.0000
s000652	0.938144	0.2727	0.0426
s000063	0.938144	0.2979	0.2955
s000664	0.938144	0.2174	0.0000
s000250	0.938144	0.3111	0.0000
s000715	0.938144	0.2000	0.0000
s000259	0.938144	0.2500	0.1628
s000571	0.938144	0.2222	0.0000
s000053	0.938144	0.2222	0.0435
s000101	0.938144	0.2766	0.3182
s000567	0.938144	0.1304	0.2667
s000758	0.938144	0.2340	0.2955
s000284	0.938144	0.2667	0.1739
s000261	0.938144	0.2826	0.2000
s000604	0.938144	0.1522	0.0000
s000281	0.938144	0.4130	0.0000
s000680	0.938144	0.2826	0.2667
s000271	0.938144	0.2340	0.0000
s000266	0.938144	0.2444	0.3261
s000639	0.938144	0.1304	0.2889
s000557	0.938144	0.3404	0.0227
s000276	0.938144	0.3778	0.1957
s000580	0.938144	0.2222	0.2391
s000655	0.938144	0.2292	0.2791
s000057	0.938144	0.3043	0.2222
s000621	0.938144	0.3261	0.2667
s000742	0.938144	0.2340	0.2273
s000804	0.938144	0.2826	0.0444
s000618	0.938144	0.1522	0.2222
s000070	0.938144	0.2500	0.0233
s000247	0.938144	0.2391	0.0000
s000656	0.938144	0.2174	0.0222
s000042	0.938144	0.3478	0.0000
s000080	0.938144	0.2766	0.0455
s000795	0.938144	0.2222	0.0652
s000529	0.938144	0.2553	0.2955
s000610	0.938144	0.2889	0.0652
s000152	0.938144	0.3043	0.0000
s000532	0.938144	0.1702	0.0227
s000609	0.938144	0.3830	0.1818
s000537	0.938144	0.1957	0.2222
s000627	0.938144	0.1633	0.0000
s000087	0.938144	0.1489	0.3182
s000634	0.927835	0.1915	0.3721
s000060	0.927835	0.1778	0.2000
s000159	0.927835	0.2917	0.0000
s000139	0.927835	0.1915	0.3953
s000894	0.927835	0.2889	0.0222
s000733	0.927835	0.2826	0.0455
s000367	0.927835	0.2500	0.0217
s000624	0.927835	0.2174	0.0000
s000938	0.927835	0.1778	0.0000
s000268	0.927835	0.2340	0.0000
s000066	0.927835	0.2045	0.0217
s000406	0.927835	0.2273	0.0217
s000931	0.927835	0.3478	0.0227
s000254	0.927835	0.2174	0.0227
s000625	0.927835	0.3721	0.1915
s000926	0.927835	0.3111	0.1778
s000690	0.927835	0.2667	0.0444
s000414	0.927835	0.2391	0.2727
s000171	0.927835	0.1778	0.3333
s000418	0.927835	0.2340	0.3256
s000918	0.927835	0.2000	0.2667
s000714	0.927835	0.3256	0.2340
s000069	0.927835	0.2273	0.2174
s000630	0.927835	0.4318	0.0435
s000155	0.927835	0.2766	0.0233
s000428	0.927835	0.3111	0.1778
s000681	0.927835	0.1957	0.0000
s000146	0.927835	0.2826	0.3182
s000195	0.927835	0.2128	0.0698
s000074	0.927835	0.2791	0.2766
s000356	0.927835	0.1915	0.0465
s000216	0.927835	0.1277	0.2558
s000847	0.927835	0.1860	0.2766
s000236	0.927835	0.1111	0.2000
s000285	0.927835	0.2222	0.0000
s000232	0.927835	0.2667	0.0889
s000486	0.927835	0.2826	0.0227
s000072	0.927835	0.3023	0.0426
s000336	0.927835	0.1818	0.2391
s000286	0.927835	0.2889	0.0000
s000530	0.927835	0.3696	0.0227
s000991	0.927835	0.2955	0.2174
s000521	0.927835	0.2889	0.0889
s000291	0.927835	0.2174	0.0227
s000041	0.927835	0.0909	0.0435
s000503	0.927835	0.3556	0.2889
s000805	0.927835	0.3913	0.2273
s000040	0.927835	0.2955	0.2826
s000509	0.927835	0.2500	0.0217
s000811	0.927835	0.1957	0.0000
s000518	0.927835	0.3111	0.3111
s000337	0.927835	0.2558	0.2766
s000582	0.927835	0.3636	0.0217
s000364	0.927835	0.2727	0.2391
s000248	0.927835	0.2000	0.0222
s000637	0.927835	0.3043	0.0227
s000576	0.927835	0.3111	0.0222
s000573	0.927835	0.2553	0.0233
s000178	0.927835	0.3261	0.0227
s000638	0.927835	0.2174	0.0455
s000451	0.927835	0.2727	0.2609
s000572	0.927835	0.2667	0.0222
s000455	0.927835	0.3478	0.0227
s000761	0.927835	0.2083	0.0476
s000141	0.927835	0.2609	0.0000
s000240	0.927835	0.2444	0.0667
s000215	0.927835	0.3333	0.2222
s000238	0.927835	0.3261	0.2727
s000642	0.927835	0.1778	0.0222
s000975	0.927835	0.1702	0.0233
s000766	0.927835	0.2444	0.2889
s000467	0.927835	0.2174	0.1818
s000465	0.927835	0.2000	0.0000
s000658	0.917526	0.2000	0.2500
s000984	0.917526	0.2500	0.2222
s000382	0.917526	0.2889	0.0227
s000339	0.917526	0.1556	0.3409
s000951	0.917526	0.2826	0.0000
s000964	0.917526	0.2045	0.2222
s000692	0.917526	0.2045	0.2000
s000684	0.917526	0.2553	0.3810
s000265	0.917526	0.2000	0.3636
s000157	0.917526	0.3043	0.3023
s000084	0.917526	0.2391	0.3023
s000592	0.917526	0.2553	0.0238
s000891	0.917526	0.1957	0.0233
s000246	0.917526	0.3913	0.0000
s000750	0.917526	0.2667	0.2955
s000762	0.917526	0.2826	0.0698
s000239	0.917526	0.3111	0.2045
s000549	0.917526	0.1591	0.2667
s000852	0.917526	0.2326	0.0000
s000122	0.917526	0.2174	0.3488
s000777	0.917526	0.3182	0.0222
s000476	0.917526	0.3478	0.0000
s000836	0.917526	0.3261	0.0698
s000119	0.917526	0.1818	0.0000
s000231	0.917526	0.3333	0.0213
s000827	0.917526	0.3556	0.1136
s000222	0.917526	0.2826	0.3488
s000223	0.917526	0.1739	0.2326
s000513	0.917526	0.2273	0.2000
s000226	0.917526	0.2273	0.0000
s000325	0.917526	0.2667	0.2045
s000130	0.917526	0.3043	0.2791
s000704	0.917526	0.3043	0.2326
s000318	0.917526	0.1860	0.2174
s000922	0.917526	0.3778	0.1818
s000170	0.917526	0.2273	0.0222
s000717	0.917526	0.1522	0.0000
s000904	0.917526	0.1163	0.0217
s000332	0.907216	0.2667	0.0698
s000399	0.907216	0.1628	0.2889
s000025	0.907216	0.1628	0.0222
s000722	0.907216	0.2667	0.0233
s000342	0.907216	0.2444	0.0000
s000535	0.907216	0.3953	0.0444
s000710	0.907216	0.2727	0.3182
s000711	0.907216	0.2500	0.2955
s000176	0.907216	0.1818	0.0000
s000649	0.907216	0.1628	0.2889
s000419	0.907216	0.1111	0.1395
s000856	0.907216	0.1739	0.0238
s000769	0.907216	0.3043	0.2381
s000252	0.907216	0.2444	0.2791
s000377	0.907216	0.2889	0.4419
s000629	0.907216	0.3256	0.2889
s000310	0.907216	0.1522	0.0000
s000312	0.907216	0.2143	0.0000
s000435	0.907216	0.2093	0.0000
s000426	0.896907	0.2727	0.2326
s000169	0.896907	0.3023	0.1818
s000779	0.896907	0.2955	0.3953
s000067	0.896907	0.1860	0.0227
s000429	0.896907	0.4222	0.0000
s000577	0.896907	0.1556	0.1905
s000902	0.896907	0.3721	0.2045
s000948	0.876289	0.3023	0.2143
