# Sequenom identity comparison	MIN_SNPS:10	PASS_THRESHOLD:0.9
# sample	common SNPs	matching calls	concordance	result
s000394	.	.	.	Unavailable
s000865	.	.	.	Unavailable
s000366	.	.	.	Unavailable
s000748	.	.	.	Unavailable
s000917	.	.	.	Unavailable
s000768	.	.	.	Unavailable
s000297	.	.	.	Unavailable
s000282	.	.	.	Unavailable
s000732	.	.	.	Unavailable
s000349	.	.	.	Unavailable
s000955	.	.	.	Unavailable
s000899	.	.	.	Unavailable
s000465	.	.	.	Unavailable
s000605	.	.	.	Unavailable
s000379	.	.	.	Unavailable
s000672	.	.	.	Unavailable
s000200	.	.	.	Unavailable
s000875	.	.	.	Unavailable
s000568	.	.	.	Unavailable
s000562	.	.	.	Unavailable
s000696	.	.	.	Unavailable
s000804	.	.	.	Unavailable
s000241	.	.	.	Unavailable
s000331	.	.	.	Unavailable
s000481	.	.	.	Unavailable
s000383	.	.	.	Unavailable
s000249	.	.	.	Unavailable
s000248	.	.	.	Unavailable
s000927	.	.	.	Unavailable
s000306	.	.	.	Unavailable
s000480	.	.	.	Unavailable
s000680	.	.	.	Unavailable
s000689	.	.	.	Unavailable
s000295	.	.	.	Unavailable
s000020	.	.	.	Unavailable
s000987	.	.	.	Unavailable
s000942	.	.	.	Unavailable
s000823	.	.	.	Unavailable
s000584	.	.	.	Unavailable
s000964	.	.	.	Unavailable
s000120	.	.	.	Unavailable
s000350	.	.	.	Unavailable
s000866	.	.	.	Unavailable
s000422	.	.	.	Unavailable
s000723	.	.	.	Unavailable
s000803	.	.	.	Unavailable
s000187	.	.	.	Unavailable
s000391	.	.	.	Unavailable
s000892	.	.	.	Unavailable
s000136	.	.	.	Unavailable
s000263	.	.	.	Unavailable
s000093	.	.	.	Unavailable
s000415	.	.	.	Unavailable
s000880	.	.	.	Unavailable
s000534	.	.	.	Unavailable
s000633	.	.	.	Unavailable
s000925	.	.	.	Unavailable
s000629	.	.	.	Unavailable
s000542	.	.	.	Unavailable
s000858	.	.	.	Unavailable
s000253	.	.	.	Unavailable
s000761	.	.	.	Unavailable
s000016	.	.	.	Unavailable
s000353	.	.	.	Unavailable
s000418	.	.	.	Unavailable
s000459	.	.	.	Unavailable
s000918	.	.	.	Unavailable
s000986	.	.	.	Unavailable
s000982	.	.	.	Unavailable
s000401	.	.	.	Unavailable
s000932	.	.	.	Unavailable
s000142	.	.	.	Unavailable
s000935	.	.	.	Unavailable
s000771	.	.	.	Unavailable
s000224	.	.	.	Unavailable
s000050	.	.	.	Unavailable
s000446	.	.	.	Unavailable
s000738	.	.	.	Unavailable
s000844	.	.	.	Unavailable
s000656	.	.	.	Unavailable
s000716	.	.	.	Unavailable
s000837	.	.	.	Unavailable
s000173	.	.	.	Unavailable
s000300	.	.	.	Unavailable
s000621	.	.	.	Unavailable
s000543	.	.	.	Unavailable
s000741	.	.	.	Unavailable
s000649	.	.	.	Unavailable
s000162	.	.	.	Unavailable
s000074	.	.	.	Unavailable
s000115	.	.	.	Unavailable
s000818	.	.	.	Unavailable
s000001	.	.	.	Unavailable
s000088	.	.	.	Unavailable
s000478	.	.	.	Unavailable
s000961	.	.	.	Unavailable
s000615	.	.	.	Unavailable
s000510	.	.	.	Unavailable
s000407	.	.	.	Unavailable
s000907	.	.	.	Unavailable
s000728	.	.	.	Unavailable
s000757	.	.	.	Unavailable
s000705	.	.	.	Unavailable
s000524	.	.	.	Unavailable
s000114	.	.	.	Unavailable
s000032	.	.	.	Unavailable
s000280	.	.	.	Unavailable
s000316	.	.	.	Unavailable
s000661	.	.	.	Unavailable
s000013	.	.	.	Unavailable
s000438	.	.	.	Unavailable
s000871	.	.	.	Unavailable
s000852	.	.	.	Unavailable
s000597	.	.	.	Unavailable
s000043	.	.	.	Unavailable
s000684	.	.	.	Unavailable
s000067	.	.	.	Unavailable
s000508	.	.	.	Unavailable
s000700	.	.	.	Unavailable
s000009	.	.	.	Unavailable
s000098	.	.	.	Unavailable
s000104	.	.	.	Unavailable
s000946	.	.	.	Unavailable
s000885	.	.	.	Unavailable
s000798	.	.	.	Unavailable
s000448	.	.	.	Unavailable
s000038	.	.	.	Unavailable
s000004	.	.	.	Unavailable
